id,sentence,verb,xcomp,level,sub
34310,Praegu püüab ta rohkem sporti teha ja vähem magusat süüa.,püüdma,tegema,kl6,Praegu püüab ta teha .
34318,"Ta käib koolis hobusesabaga, aga kodus armastab kanda lahtiseid juukseid.",armastama,kandma,kl6,", aga kodus armastab kanda"
34342,"Mina küll ei tahaks koolis vormi kanda, mulle meeldib, kui ma saan ise otsustada, mida kooli selga panna.",tahtma,kandma,kl6,Mina küll ei tahaks kanda meeldib .
34361,"Ma tean, et on kindlasti PALJU teisitimõtlejaid, aga ma tahaks ikkagi kuulda inimeste arvamusi sellel teemal.",tahtma,kuulma,kl6,", aga ma tahaks ikkagi kuulda"
34372,"Kui tahad endast jätta sõbraliku ja seltsiva mulje, siis vali lihtsad ja soojad toonid – pane selga midagi helekollast või pastellrohelist.",tahtma,jätma,kl6,"Kui tahad jätta ,"
34384,"Teda võib tihti raamatukogust leida, sest ta tahab palju rohkem teada saada, kui ühest kooliõpikust võib leida.",tahtma,saama,kl6,", sest ta tahab saada leida"
34384,"Teda võib tihti raamatukogust leida, sest ta tahab palju rohkem teada saada, kui ühest kooliõpikust võib leida.",saama,teadma,kl6,teada saada
34386,"Koolis ta väga häid hindeid ei saa, sest õpetajad lihtsalt ei oska kõikidele ta küsimustele vastata.",oskama,vastama,kl6,", sest õpetajad lihtsalt ei oska vastata"
34395,"Ta avab uksi, tuleb koju järele, oskab mantlit selga aidata ja kinke jagada.",oskama,aitama,kl6,", oskab aidata"
34397,"Tema probleem on aga, et ta ei suuda kellelegi midagi negatiivset öelda, ka siis, kui seda on vaja.",suutma,ütlema,kl6,", et ta ei suuda öelda siis"
34406,Ta oskab alati naljakaid lugusid jutustada ja talle meeldib nalja teha.,oskama,jutustama,kl6,Ta oskab alati jutustada meeldib .
34418,Terje laulab hästi ning armastab tantsida ja diskol käia.,armastama,tantsima,kl6,ning armastab tantsida
34465,"Sõber ei ole sinuga ainult vahetundides või siis, kui sul kodus igav hakkab ja sa tahad linnas jalutada.",tahtma,jalutama,kl6,ja sa tahad jalutada
34467,"Kui su sõbral juhtub õnnetus, siis pead teda aitama isegi siis, kui sa seda teha ei viitsi.",viitsima,tegema,kl6,", kui sa teha ei viitsi"
34482,Proovi oma paha tuju paberile joonistada.,proovima,joonistama,kl6,Proovi joonistada .
34495,Proovi kõva häälega mitut moodi naerda!,proovima,naerma,kl6,Proovi häälega naerda !
34552,"Koerandusringi idee tuli sellest, et Angela soovis algklasside lastele rääkida, kui keeruline võib olla neljajalgse sõbra pidamine.",soovima,rääkima,kl6,", et Angela soovis rääkida keeruline"
34571,Oled sa püüdnud kunagi kinnisilmi ühest kohast teise liikuda?,püüdma,liikuma,kl6,Oled sa püüdnud kunagi liikuda ?
34596,"Kui oled haige, siis heidab ta sinu juurde pikali ja püüab sind lohutada.",püüdma,lohutama,kl6,ja püüab lohutada
34598,Selline loom oskab peremeest haiguse ajal aidata ja isegi tunneb haigushoogu ette.,oskama,aitama,kl6,loom oskab aidata tunneb .
34599,"Mõned koerad oskavad isegi raskeid haigusi, näiteks nahavähki, diagnoosida.",oskama,diagnoosima,kl6,koerad oskavad haigusi diagnoosida .
34606,"Ma tahangi rääkida, mille pärast Bimbo kurvastab.",tahtma,rääkima,kl6,Ma tahangi rääkida .
34623,"Kui me tahame, et need, kellest me väga hoolime, ei kurvastaks, oleks hea, kui julgeksime neile otse ja selgesti ütelda, kui palju me neid armastame ja kui kõrgelt hindame.",julgema,ütlema,kl6,", kui julgeksime neile otse ütelda"
34669,"Onul oli väga kiire ning Rott ei jõudnud tema käest isegi küsida, mis pakiga tegu.",jõudma,küsima,kl6,ning Rott ei jõudnud tema küsida
34670,"Rott tahtis just pakki avada, kui kuulis järsku mingit häält.",tahtma,avama,kl6,Rott tahtis avada kuulis .
34676,"Kui keegi oleks praegu Rotilt näiteks tema nime küsinud, poleks ta vastata osanud.",oskama,vastama,kl6,küsinud poleks ta vastata osanud .
34679,Pereliikmed tahtsid Rotile üllatuse teha ja saatsid talle kingituseks toreda sõbra.,tahtma,tegema,kl6,Pereliikmed tahtsid Rotile teha saatsid .
34680,"Rotile see muidugi ei meeldinud, sest ta ei osanud kellegagi midagi jagada.",oskama,jagama,kl6,", sest ta ei osanud jagada"
34683,"Kuna ta tahtis kiiresti oma magustoitu kätte saada, peitis ta porgandid ja kapsad vaikselt merisea puuri.",tahtma,saama,kl6,"Kuna ta tahtis kiiresti saada ,"
34711,Miks tüdruk ja poiss ei julgenud enam õnnelikud olla?,julgema,olema,kl6,Miks tüdruk ei julgenud õnnelikud olla ?
34720,Tüdrukud on liiga korralikud ja nad tahavad ilusad olla.,tahtma,olema,kl6,ja nad tahavad ilusad olla
34757,Kelleks te lapsena saada tahtsite?,tahtma,saama,kl6,Kelleks te saada tahtsite ?
34762,"Kuna mulle meeldis niikuinii vees olla, siis oskasin hästi kiiresti ujuda ja lõpuks pandi mind ka võistlustel ujuma.",oskama,ujuma,kl6,meeldis siis oskasin ujuda pandi .
34794,Kristjan Jaak jõudis oma lühikese elu jooksul (ta suri 21 aastaselt) Eestis viibida vaid poolteist aastat.,jõudma,viibima,kl6,Kristjan jõudis elu suri viibida .
34833,Kas soovite teadet jätta?,soovima,jätma,kl6,Kas soovite jätta ?
34848,Ma tahan rääkida Raikoga.,tahtma,rääkima,kl6,Ma tahan rääkida .
34898,Ma soovin endale juuksuri juurde aja kinni panna.,soovima,panema,kl6,Ma soovin endale panna .
34915,Ma soovisin end juuksuri juurde järjekorda panna.,soovima,panema,kl6,Ma soovisin panna .
34945,Ma sooviksin natuke juukseotsi lõigata ja võib-olla tukka ka lühemaks lõigata.,soovima,lõikama,kl6,Ma sooviksin lõigata .
34946,Ma tahaksin lasta juukseid salguti toonitada ja pärast sooviksin soengut.,tahtma,laskma,kl6,Ma tahaksin lasta sooviksin .
34969,Sinu juuksed on liiga pikaks kasvanud ja tahad need veidi lühemaks lõigata.,tahtma,lõikama,kl6,ja tahad lõigata
34972,Sulle helistab klient ja soovib järgmiseks esmaspäevaks aega kinni panna.,soovima,panema,kl6,ja soovib panna
34976,"Sinu juurde tuleb klient, kes soovib juukseid natuke lühemaks lõigata.",soovima,lõikama,kl6,", kes soovib lõigata"
35001,"Mida varem noor inimene õpib majandama ja oma rahaga ümber käima, seda paremini oskab ta elada täiskasvanuna.",oskama,elama,kl6,"õpib , paremini oskab ta elada ."
35043,Siis oskab ta ka täiskasvanuna oma kulutusi paremini planeerida.,oskama,planeerima,kl6,Siis oskab ta planeerida .
35053,"Kui oled otsustanud osta arvuti, lõika kusagilt välja arvuti pilt ning kinnita see näiteks külmkapile, kus sa näed seda iga päev.",otsustama,ostma,kl6,"Kui oled otsustanud osta ,"
35055,"Oletame, et tahad osta väikest nutitelefoni, mis maksab 100 eurot.",tahtma,ostma,kl6,", et tahad osta"
35059,"Kui oled teatud skaala ulatuses suutnud raha säästa, värvi see ala ära.",suutma,säästma,kl6,"Kui oled ulatuses suutnud säästa ,"
35080,Tema on pensionär ning ei taha asjata raha kulutada.,tahtma,kulutama,kl6,ning ei taha kulutada
35081,Isa on ammu raamatupoodi minna tahtnud.,tahtma,minema,kl6,Isa on ammu minna tahtnud .
35149,"Õpetaja nägi, et poisid tahavad keeleklassi minna ja saatis nad tagasi.",tahtma,minema,kl6,", et poisid tahavad minna saatis"
35150,"Poisid kavatsesid klassiukse salaja avada, kuid ei saanud.",kavatsema,avama,kl6,Poisid kavatsesid avada saanud .
35153,"Kiilike kaebas õpetajale, et poisid tahavad keeleklassist magnetofoni võtta.",tahtma,võtma,kl6,", et poisid tahavad võtta"
35220,"Kõik tahaksid väga teada, mida tulevik toob.",tahtma,teadma,kl6,Kõik tahaksid teada .
35259,"Esialgu suudeti nähtamatuks muuta vaid väike ese, aga juba paari aasta pärast on võimalik peita kasvõi suuri veoautosid.",suutma,muutma,kl6,Esialgu suudeti muuta võimalik .
35272,Soovite klassiga minna teaduskeskust külastama.,soovima,minema,kl6,Soovite minna .
35274,"Tahad teada, kui palju pilet maksab ja kas on soodustusi.",tahtma,teadma,kl6,Tahad teada .
35277,"Sulle helistab üks 6. klassi õpilane, kes soovib saada infot keskuse aadressi ja tööaja kohta.",soovima,saama,kl6,", kes soovib saada"
35329,Miks inimesed ei tahtnud uut mudelit osta?,tahtma,ostma,kl6,Miks inimesed ei tahtnud osta ?
35334,Naine lihtsalt ei osanudki triikida.,oskama,triikima,kl6,Naine lihtsalt ei osanudki triikida .
35347,Näiteks oskab ta söögitoast kööki tuua lauanõud.,oskama,tooma,kl6,Näiteks oskab ta tuua .
35352,"Hollandis leiutati robot, mis oskab autosse bensiini tankida.",oskama,tankima,kl6,", mis oskab tankida"
35358,Robot-tolmuimeja ei oska toas korralikult sõita.,oskama,sõitma,kl6,Robot-tolmuimeja ei oska sõita .
35359,Mida oskavad teha kodurobotid?,oskama,tegema,kl6,oskavad teha ?
35373,"Näiteks juba praegu on müügil külmik, mis oskab öelda, milline toiduaine on otsas ja mida on vaja osta.",oskama,ütlema,kl6,", mis oskab öelda"
35378,Tulevikus oskab koduarvuti kodust elu juhtida.,oskama,juhtima,kl6,Tulevikus oskab juhtida .
35386,"Aibol on instinktid - ta oskab armastada, liigutada, süüa ja otsida.",oskama,armastama,kl6,- ta oskab armastada
35390,"Ta oskab piiksuda, pead liigutada ja silmi pilgutada.",oskama,piiksuma,kl6,Ta oskab piiksuda .
35407,"Milline leiutis aastast 1971 oskab toitu segada, viilutada ja hakkida?",oskama,segama,kl6,leiutis aastast oskab segada
35417,Jaapanlased tahavad robotkala eeskujul täiustada allveelaevu.,tahtma,täiustama,kl6,Jaapanlased tahavad täiustada .
35423,Kas sa tahaksid suvel mõnest laagrist osa võtta?,tahtma,võtma,kl6,Kas sa tahaksid võtta ?
35424,Kas sa tahaksid suvel mõnda aega maatalus elada?,tahtma,elama,kl6,Kas sa tahaksid elada ?
35425,Kas sa tahad suvel sõbrale külla sõita?,tahtma,sõitma,kl6,Kas sa tahad sõita ?
35426,Kas sa soovid suvel minna mõnele lasteetendusele?,soovima,minema,kl6,Kas sa soovid suvel minna ?
35427,Kas sa kavatsed suvel raha teenida?,kavatsema,teenima,kl6,Kas sa kavatsed teenida ?
35428,Kas sa tahad suvel sporti teha?,tahtma,tegema,kl6,Kas sa tahad teha ?
35430,Kas sa tahaksid endale suvel uue sõbra leida?,tahtma,leidma,kl6,Kas sa tahaksid leida ?
35431,Kas sa sooviksid suvel Eestimaa risti-rästi läbi sõita?,soovima,sõitma,kl6,Kas sa sooviksid sõita ?
35432,Kas sa tahad suvel raamatuid lugeda?,tahtma,lugema,kl6,Kas sa tahad lugeda ?
35437,Kas sa tahaksid oma koduõues telgi üles panna või onni ehitada?,tahtma,panema,kl6,Kas sa tahaksid panna ?
35439,Ma ei oska seda öelda.,oskama,ütlema,kl6,Ma ei oska öelda .
35468,Vika tahtis ratsutamist õppida.,tahtma,õppima,kl6,Vika tahtis õppida .
35469,Vika ja Saša otsustasid koos Saaremaale ja Muhumaale sõita.,otsustama,sõitma,kl6,Vika otsustasid sõita .
35474,Kuhu sina tahaksid suvevaheajal minna?,tahtma,minema,kl6,Kuhu sina tahaksid minna ?
35475,Ei oskagi öelda.,oskama,ütlema,kl6,Ei oskagi öelda .
35481,"Mis mina sinna teha saan, et mul selline perekonnanimi on.",saama,tegema,kl6,Mis mina sinna teha saan mul .
35486,Kuigi tegelikult tahaksin üle kõige ratsutama õppida.,tahtma,õppima,kl6,Kuigi tegelikult tahaksin õppida .
35517,Täna püüdis ta minuga vene keelt rääkida.,püüdma,rääkima,kl6,Täna püüdis ta rääkida .
35551,Andres lubas mulle sügisel külla tulla.,lubama,tulema,kl6,Andres lubas mulle tulla .
35595,Ja millist käsitööd nad veel teha oskavad!,oskama,tegema,kl6,Ja nad teha oskavad !
35610,"Õpin kogu aeg uusi eestikeelseid sõnu ja arvan, et julgen varsti eesti keelt kõnelda isegi sinuga!",julgema,kõnelema,kl6,", et julgen varsti kõnelda"
35614,Prooviksin maatööd teha.,proovima,tegema,kl6,Prooviksin teha .
35631,Isa lubas mul sõbra ka maale kaasa võtta.,lubama,võtma,kl6,Isa lubas mul sõbra võtta .
35656,"Sügisel on huvitav teistele koolis rääkida, mida toredat keegi eesti keele harjutamiseks välja oskas mõelda.",oskama,mõtlema,kl6,", toredat keegi oskas mõelda"
35659,Kas sa sooviksid suvel Pariisi sõita?,soovima,sõitma,kl6,Kas sa sooviksid sõita ?
35661,Kas sa kavatsed terveks suveks arvutile puhkust anda?,kavatsema,andma,kl6,Kas sa kavatsed anda ?
35667,"Kirjuta, kuidas sa kavatsed suve veeta.",kavatsema,veetma,kl6,", kuidas sa kavatsed veeta"
35752,Kahjuks ei oska ma seda öelda.,oskama,ütlema,kl6,Kahjuks ei oska ma öelda .
35770,Aga loe ja püüa arvata.,püüdma,arvama,kl6,ja püüa arvata
35795,"Me sõitsime nii kiiresti ära, et ei jõudnudki sinuga nägemist jätta.",jõudma,jätma,kl6,", et ei jõudnudki jätta"
35856,Mida ta teha oskab?,oskama,tegema,kl6,ta teha oskab ?
35915,Kas sa oskad nimetada ka mõnda väikest saart?,oskama,nimetama,kl6,Kas sa oskad nimetada ?
36064,Muhu lasteaia personal tänas meid toredate esinemiste eest ja soovis meiega järgmisel aastal kohtuda.,soovima,kohtuma,kl6,ja soovis kohtuda
36073,"Me ei osanud arvata, et Muhumaa on tõesti üks Eestimaa kaunimaid paiku.",oskama,arvama,kl6,Me ei osanud arvata .
36077,Kuidas te tahaksite eesti keelt õppida?,tahtma,õppima,kl6,Kuidas te tahaksite õppida ?
36092,"Olen rõõmus, kui mind küsitakse ja oskan vastata.",oskama,vastama,kl6,ja oskan vastata
36127,Ta tahab ennast kaaslastele näidata.,tahtma,näitama,kl6,Ta tahab näidata .
36137,"See, kes tahab põnevamaid elamusi saada, on sunnitud kodutööd tegemata jätma.",tahtma,saama,kl6,", kes tahab saada ,"
36164,Püüan hästi õppida.,püüdma,õppima,kl6,Püüan õppida .
36177,Kas sa püüad hästi õppida?,püüdma,õppima,kl6,Kas sa püüad õppida ?
36193,"Klassi parima õpilase tiitli (keskmise hinde alusel) sai nastik, kes ujus kõige paremini ja oskas natukene ka joosta ja ronida.",oskama,jooksma,kl6,ja oskas joosta
36247,Kogu julgust ja ürita järgmisel nädalal koolitöös tubli olla.,üritama,olema,kl6,ja ürita nädalal tubli olla
36250,Ei viitsi lillegi liigutada.,viitsima,liigutama,kl6,Ei viitsi liigutada .
36257,"Kavatsed koolitööd hakata tegema, kuid sinnapaika see mõte jääb.",kavatsema,hakkama,kl6,Kavatsed hakata jääb .
36259,Kuid üllata klassikaaslasi ja püüa juba järgmisel nädalal ennast kokku võtta ning koolitööga tõsiselt peale hakata.,püüdma,võtma,kl6,ja püüa juba võtta
36264,Oled rõõmsameelne ja suudad teisigi hea tujuga nakatada.,suutma,nakatama,kl6,ja suudad nakatada
36268,Püüad väga palju ära teha.,püüdma,tegema,kl6,Püüad teha .
36278,Püüa järgmisel nädalal meelt muuta ja koos teistega koolitööd teha.,püüdma,muutma,kl6,Püüa nädalal muuta .
36280,Ei suuda koolitööd korralikult teha.,suutma,tegema,kl6,Ei suuda teha .
36283,Püüa midagi püsivamat korda saata ja paremaid tulemusi saavutada.,püüdma,saatma,kl6,Püüa saata .
36325,"Õpilane ei saa kõikides ainetes häid hindeid saada, sest mõni oskab hästi arvutada, teine on keeltes tugevam.",oskama,arvutama,kl6,", sest mõni oskab arvutada tugevam"
36329,Ma oskan hästi õmmelda.,oskama,õmmeldama,kl6,Ma oskan õmmelda .
36330,"Liina ütles, et ta oskab hästi õmmelda, aga mina oskan hästi arvutada.",oskama,õmmeldama,kl6,", et ta oskab õmmelda oskan"
36330,"Liina ütles, et ta oskab hästi õmmelda, aga mina oskan hästi arvutada.",oskama,arvutama,kl6,", aga mina oskan arvutada"
36332,Ma oskan hästi küpsetada.,oskama,küpsetama,kl6,Ma oskan küpsetada .
36338,Ma oskan luuletada.,oskama,luuletama,kl6,Ma oskan luuletada .
36348,Mina kavatsen küll homme poppi teha.,kavatsema,tegema,kl6,Mina kavatsen küll teha .
36387,Tantsida ma ei oska ja ei tahagi.,oskama,tantsima,kl6,Tantsida ma ei oska tahagi .
36400,"Ise nuputasid viktoriiniküsimusi, lubasid mänge korraldada.",lubama,korraldama,kl6,", lubasid korraldada"
36476,Mina püüan pärast tunde kohe koolitööd ära teha.,püüdma,tegema,kl6,Mina püüan teha .
36491,Kelle rollis sa ei tahaks olla?,tahtma,olema,kl6,rollis sa ei tahaks olla ?
36497,"Sa oled tubli, et jõuad nii palju teha.",jõudma,tegema,kl6,", et jõuad teha"
36498,Püüa vahel ka lõõgastuda.,püüdma,lõõgastuma,kl6,Püüa vahel lõõgastuda .
36537,Siis otsustasime koolimajas välja panna kogumiskasti.,otsustama,panema,kl6,Siis otsustasime panna .
36567,Pavel tahab saada lauljaks.,tahtma,saama,kl6,Pavel tahab saada .
36571,Ma armastan üksinda metsas hulkuda.,armastama,hulkuma,kl6,Ma armastan üksinda hulkuda .
36575,"Tahan õppida metsnikuks, et osata paremini kuulata ja näha loodust.",tahtma,õppima,kl6,Tahan õppida osata .
36575,"Tahan õppida metsnikuks, et osata paremini kuulata ja näha loodust.",oskama,kuulama,kl6,", et osata kuulata"
36577,"Ema rääkis, et kui veel päris väike olin, tahtsin näha, mis nende sees on.",tahtma,nägema,kl6,"väike , tahtsin näha"
36579,Tahan juba ammu näitlejaks saada.,tahtma,saama,kl6,Tahan saada .
36581,"Pärast mõtlen, millist rolli mina mängida sooviksin ja mis mulle sobiks.",soovima,mängima,kl6,rolli mina mängida sooviksin sobiks
36582,Tahaksin mängida tarku ja ilusaid rolle.,tahtma,mängima,kl6,Tahaksin mängida .
36589,Kelleks Liisu saada tahab?,tahtma,saama,kl6,Kelleks Liisu saada tahab ?
36637,Taimar tahtis oma sõpra aidata ja otsustas lastekodu jaoks raha koguma hakata.,tahtma,aitama,kl6,Taimar tahtis aidata otsustas .
36637,Taimar tahtis oma sõpra aidata ja otsustas lastekodu jaoks raha koguma hakata.,otsustama,hakkama,kl6,ja otsustas hakata
36655,Tahan kutsuda sünnipäevapeole meie klassi kõige lahedamad poisid ja tüdrukud.,tahtma,kutsuma,kl6,Tahan kutsuda .
36670,Proovi sina ka niimoodi lilli toita.,proovima,toitma,kl6,Proovi sina toita .
36689,Ma ei taha neid saapaid-kingi enam nähagi!,tahtma,nägema,kl6,Ma ei taha nähagi !
36782,Homme proovin ka seda salatit teha!,proovima,tegema,kl6,Homme proovin teha !
36839,Ema ja isa lubavad mul laupäeval sünnipäeva pidada.,lubama,pidama,kl6,Ema lubavad mul pidada .
36840,Ema lubas koogi küpsetada ja veel midagi maitsvat teha.,lubama,küpsetama,kl6,Ema lubas küpsetada .
36901,Kas sa suudaksid elada mõne päeva ilma muusikata?,suutma,elama,kl6,Kas sa suudaksid elada ?
36906,Loodan saada kontserdilt energiat.,lootma,saama,kl6,Loodan saada .
36928,Millisele kontserdile sa tahaksid minna?,tahtma,minema,kl6,kontserdile sa tahaksid minna ?
36954,Ma kavatsen kindlasti nende plaate ka osta.,kavatsema,ostma,kl6,Ma kavatsen kindlasti osta .
37009,"Kas sa tead nimetada eesti lauljaid, muusikuid, bände?",teadma,nimetama,kl6,Kas sa tead nimetada ?
37045,"Ei taha muutuda külmaks, kalgiks ega langeda viina ja narkootikumide küüsi nagu Britney ja teised.",tahtma,muutuma,kl6,Ei taha muutuda .
37046,"Nad ei oska enam hinnata seda, mis neil on.",oskama,hindama,kl6,Nad ei oska enam hinnata .
37048,"Iiris kavatseb oma elus alati muusikat teha, sellepärast arendab ta endas laulukirjutamise ja produtseerimise oskusi.",kavatsema,tegema,kl6,Iiris kavatseb teha arendab .
37071,Kas sa täna minuga kontserdile ei tahaks tulla?,tahtma,tulema,kl6,Kas sa täna ei tahaks tulla ?
37083,Kas sa oskad nimetada tema parimaid laule?,oskama,nimetama,kl6,Kas sa oskad nimetada ?
37087,"Õigeid pille meil polnud ja need, mis olid, neid ei saagi pillideks nimetada.",saama,nimetama,kl6,"ja , ei saagi nimetada"
37098,Ta oskab kontserdi ajal publikuga suhelda ning armastab koos orkestripoistega laval ringi hüpata.,oskama,suhtlema,kl6,Ta oskab suhelda armastab .
37098,Ta oskab kontserdi ajal publikuga suhelda ning armastab koos orkestripoistega laval ringi hüpata.,armastama,hüppama,kl6,ning armastab koos hüpata
37165,"Birgit ja Tambet laulavad hobikooris, Gertrud jõuab peale tütarlasteansambli veel näiteringis käia.",jõudma,käima,kl6,", Gertrud jõuab peale käia"
37168,"Kõige vanem, Tambet, mängib ühes bändis ja unistab minna edasi õppima Heino Elleri nimelisse Tartu muusikakooli.",unistama,minema,kl6,ja unistab minna
37180,"Ma laulan kooris, sest tahan laulupeost osa võtta.",tahtma,võtma,kl6,", sest tahan võtta"
37300,"Kes kardab, et ta enam ei saagi laulupeole minna?",saama,minema,kl6,", et ta enam ei saagi minna"
37345,Tahaksin seda kindlasti vaadata.,tahtma,vaatama,kl6,Tahaksin vaadata .
37350,Selle riigi juht on hea lõvikuningas ning seal oskavad kõik loomad rääkida.,oskama,rääkima,kl6,ning seal oskavad rääkida
37367,"Selles räägitakse ühest poisist või tüdrukust, kellel on mitu muret, mida ta ise lahendada ei suuda.",suutma,lahendama,kl6,", ta lahendada ei suuda"
37479,"Mari saabus Tallinna bussijaama ja tahab sõita sõbranna juurde, kes elab Kadriorus.",tahtma,sõitma,kl7,ja tahab sõita
37482,Koos sõbrannaga otsustavad nad minna kinno Kosmos.,otsustama,minema,kl7,sõbrannaga otsustavad nad minna .
37484,Koju tahab Mari sõita rongiga.,tahtma,sõitma,kl7,Koju tahab Mari sõita .
37503,Miks üldse rekordeid püütakse püstitada?,püüdma,püstitama,kl7,Miks üldse püütakse püstitada ?
37515,Ta suudab arendada kiirust kuni 72 kilomeetrini tunnis.,suutma,arendama,kl7,Ta suudab arendada .
37551,"Mõtle, mis alal sa tahaksid selle püstitada.",tahtma,püstitama,kl7,alal sa tahaksid püstitada
37561,"Pärast mõttepausi teatab Janek, et korraga ei jõua neid nii palju süüa, et paha hakkaks.",jõudma,sööma,kl7,", et korraga ei jõua süüa hakkaks"
37565,"Aga kui mõni natuke paks laps sööb kogu aeg kiirtoitu - friikartuleid ja hamburge-reid ning läheb veel paksemaks, siis ta ei tahagi enam liikuda, kaasõpilased naeravad teda ja tal on järjest halvem olla.",tahtma,liikuma,kl7,"sööb , siis ta ei tahagi liikuda naeravad halvem ."
37571,"Nii palju vist ei jaksa keegi liha süüa, et see talle kahju teeks.",jaksama,sööma,kl7,palju vist ei jaksa keegi süüa teeks .
37613,"Mida ta soovitab 7. klassi õpilasele, kes soovib sportimisega alustada?",soovima,alustama,kl7,", kes soovib alustada"
37629,"Kaks tema meeskonnakaaslast kaotasid teadvuse, kuid nemad suudeti päästa.",suutma,päästma,kl7,", kuid nemad suudeti päästa"
37724,Astrid Lindgren on alati tahtnud saada kirjanikuks.,tahtma,saama,kl7,Astrid on alati tahtnud saada .
37730,Astrid ei tahtnud kohe saada kirjanikuks.,tahtma,saama,kl7,Astrid ei tahtnud saada .
37740,"Haapsalus on korraldatud kunstniku töödest näitusi, llon Wikland on käinud viimastel aastatel mitmel korral ka Eestis ning ta on öelnud, et tahaks rajada Haapsallu veepargi, mille nimeks saaks Wikland.",tahtma,rajama,kl7,", et tahaks rajada"
37748,"Esimesena proovisid kella leiutada egiptlased, kes valmistasid tähekellikaarte, millelt sai öötunde välja arvestada selle järgi, missugused tähed on juba tõusnud.",proovima,leiutama,kl7,Esimesena proovisid leiutada .
37753,"Algul ei pööratud sellele tähelepanu, kuni selgus, et telefon suudab kõnelda peaaegu sama hästi kui inimese suu ning pika vahemaa tagant.",suutma,kõnelema,kl7,", et suudab kõnelda"
37762,"Kahjuks ei suutnud ta aga õigel ajal peatuda, uisutas suurde peeglisse, lõhkus uisud ja oma viiuli ning vigastas iseennast.",suutma,peatuma,kl7,Kahjuks ei suutnud ta aga peatuda uisutas lõhkus vigastas .
37795,Peale seda võttis isa mult mobla ära ja ei luba väljas käia.,lubama,käima,kl7,ja ei luba käia
37813,"Lõpetasin oma tütrel need käimised ära, ei lubanud tal kolm päeva välja minna.",lubama,minema,kl7,", ei lubanud tal minna"
37824,Kuidas isa tütart veel karistada kavatseb?,kavatsema,karistama,kl7,Kuidas isa tütart karistada kavatseb ?
37883,"Aadressis ei ole lubatud kasutada lühendatud nimetusi, numbreid või märke, mis ei ole üldtuntud.",lubama,kasutama,kl7,Aadressis ei ole lubatud kasutada .
37910,"Ujuda olen osanud nii kaua, kui mäletan.",oskama,ujuma,kl7,Ujuda olen osanud kaua mäletan .
37913,"Kui sa tahad minu kirjasõbraks hakata, siis, palun, kirjuta mulle ja saada oma foto.",tahtma,hakkama,kl7,"Kui sa tahad hakata ,"
38007,Mida ta ei oska teha?,oskama,tegema,kl7,ta ei oska teha ?
38010,Mida ta oskab teha?,oskama,tegema,kl7,ta oskab teha ?
38041,Ta oskab mööda perenaise jalga üles ronida.,oskama,ronima,kl7,Ta oskab ronida .
38042,Ta ei oska söögiga piiri pidada.,oskama,pidama,kl7,Ta ei oska pidada .
38050,"Suvel kavatseb pererahvas, siga autoistmel, mööda Eestimaad ringi sõita.",kavatsema,sõitma,kl7,Suvel kavatseb pererahvas sõita .
38166,Sorts tahab Kalevipoega kiusata.,tahtma,kiusama,kl7,tahab kiusata .
38187,"Kalevipoeg tõstis mõõga, nagu tahaks ta Sortsi lüüa.",tahtma,lööma,kl7,", nagu tahaks ta lüüa"
38188,"See oli kõigile, nii noortele tüdrukutele kui vanadele naistele rangelt keelatud, aga ikka püüdis mõni sinna salaja sisse hiilida.",püüdma,hiilima,kl7,", aga ikka püüdis hiilida"
38246,Kuidas püüdis kapten linde aidata?,püüdma,aitama,kl7,Kuidas püüdis kapten aidata ?
38268,Kas sina tahaksid ka oma sünnipäeva niisuguses kohas pidada?,tahtma,pidama,kl7,Kas sina tahaksid pidada ?
38318,Ta suudab arendada kiirust kuni seitsmesaja kahe kilomeetrini tunnis.,suutma,arendama,kl7,Ta suudab arendada .
38319,Pool tundi järjest suudab jaanalind joosta kiirusega viiskümmend kilomeetrit tunnis.,suutma,jooksma,kl7,tundi järjest suudab joosta .
38406,"Kas te oskaksite midagi soovitada neile, kes tahaksid alustada spordiga seitsmendas klassis?",oskama,soovitama,kl7,Kas te oskaksite soovitada ?
38406,"Kas te oskaksite midagi soovitada neile, kes tahaksid alustada spordiga seitsmendas klassis?",tahtma,alustama,kl7,", kes tahaksid alustada"
38440,"Pipi-Pipi, kelleks sa tahad saada, kui suureks kasvad?",tahtma,saama,kl7,", sa tahad saada kasvad"
38441,"Vaata, koolipreili, ma ei taha üldse suureks saada, kas tead, sest suurtel inimestel on nii palju igasuguseid muresid.",tahtma,saama,kl7,", ma ei taha saada tead"
38471,"Ohh, ma armastan veel Väikevennaga mängida, karamellkomme, koeri ja siis ma armastan veel väikeseid punaseid kukekesi maalida.",armastama,mängima,kl7,"Ohh , ma armastan veel mängida armastan ."
38471,"Ohh, ma armastan veel Väikevennaga mängida, karamellkomme, koeri ja siis ma armastan veel väikeseid punaseid kukekesi maalida.",armastama,maalima,kl7,ja siis ma armastan maalida
38518,"Ma arvan, et nad peaksid lihtsalt üks õhtu maha istuma ja rääkima asjad selgeks ja tütar võiks rääkida oma tegemistest ja isa võiks rääkida, miks ta ei luba välja minna ja nii edasi.",lubama,minema,kl7,", miks ta ei luba minna"
38561,"Kas mõni töö on ka niisugune eriti meeldiv, mida tahaks alati teha?",tahtma,tegema,kl7,", tahaks teha"
