verb	compound	total
uinuma	ära	2
huilatama		1
mjäuguma		1
sattuma	täis	1
laotuma	üle	1
sõudma	üle	1
istuma	lähedal	1
minema	mööda, laiali	1
sööma	all	3
keerama	järel	1
hüppama	sees	1
taguma	sees	2
tõusma	edasi	1
vajuma	ümber, kokku	1
võtma	välja, ära	1
juhtima	läbi, eemale	1
filmima	ära	1
torkama	täis	1
pääsema	taga	1
kohendama	ühte	1
puuderdama	üle	2
nõksatama	välja	1
rullima	välja	2
rulluma	üle	2
jääma	rippu	2
kõmama	vastu	3
visklema	edasi	1
uurima	ilma	1
rääkima	sekka, ära	1
võitlema	sisse	1
laskuma	välja	1
sorteerima	läbi	2
panema	täis, tähele	1
jutustama	välja	1
tükkima	edasi	1
kükitama	kõrvale, maha	2
keksima	edasi	1
tumestuma		1
kõdunema	ära	2
panema	sisse, tagasi	1
piiluma	kõrvalt	1
rapsima	välja	1
vedama	järgi	1
jupitama		2
sättima	läbi	1
trampima	edasi-tagasi	1
pakkuma	maha	1
voolama	tagant	1
tormama	täis	1
tiirlema	kaasa	1
pesema	all, maha	1
libistama	kõrvale	1
rääkima	täis	1
laotama	tagasi	1
otsima	ilma	2
joonistama	läbi	1
kohrutama		1
õhkuma	vastu	2
minema	valmis	1
jõudma	alla, välja	1
filmima	ümber	1
troonima	edasi	2
lõdistama		1
tõmbama	lahku	1
kõndima	taha	1
pöörama	pealt, ringi	1
tõusma	ära, üles	1
vehkima	üles	1
jõudma	üles, välja	1
otsima	alla	1
tormama	üles, välja	1
põõnama	alles	1
närima	peale	1
röntgeniseerima		1
liitma	tagasi	1
sulgema	järel	1
toetama	tagasi	1
nii-nimetama		1
vilksatama	alt, üles	1
vajama	tagasi	1
luuletama	vaja	1
orbima		1
jutustama	peale	2
kaamestama		1
etendama	edasi	2
grasseerima		1
haarama	üles	1
kasutama	üles	2
dislotseeruma		1
kamuflaažima		1
drillima	välja	1
leidma	mahti	1
küsima	pärast	1
kostma	väljast	1
tõttama	ees, välja	1
idioodistama		1
terendama	ees	1
marssima	otsa	1
kiirustama	ära	1
hoolima	ära	1
hoidma	käes, täis	1
viksima	ära	2
töötama	heaks	1
kohendama	välja	1
giiditsema		1
püstitama	ringi	1
kergitama	edasi	1
sooritama	alla	1
lükkama	kummuli	1
pidama	laiali, üle	1
paterdama	tagasi	2
valama	laiali	1
püherdama	maas	1
vahetama	rahul	1
frisseerima		1
uputama	sisse	1
kamandama	kokku	1
kokkuma		1
downloadima		1
kargama	läbi	1
viskama	ära, ära	2
ostma	ära, ära	1
loopima	ära	1
kaanima	kõrvale	1
nikerdama	valmis	1
leelutama		2
võima	välja	1
jooksutama	edasi-tagasi	1
minema	kaasas	1
juhtuma	eemale	1
kugistama	kõrvale	1
astuma	täis	1
kartma	välja	2
lainetama	all	1
saabuma	koha	1
kakkima		1
tungima	ees	1
kritseldama	täis	1
tõttama	abi	1
salmima	kokku	1
varjama	vaevu	1
tatsama	alla	1
viibima	koos	1
kustuma	edasi	1
kõõluma	ette	1
viilima	läbi	2
spämmima		1
kiskuma	krampi	1
magama	läbi	1
kallama	ära	1
länuma		1
infiltreeruma		1
müüma	all	1
ärkama	peale	1
tõmbama	ilma	1
kukkuma	alt, ära	1
tenima		1
käima	tagant	1
scrätšima		1
kummeerima		2
laaberdama	ringi	2
metsistuma	ära	1
märkama	kaasa	1
vuhisema	tagasi	1
liduma	läbi	1
andma	heaks	1
liipama	ette	1
ajama	krussi	1
käima	otsa	1
komberdama	kohale	1
sandistama	taga	1
mattuma	alla	3
istuma	vait	1
toitma-jootma		1
kukkuma	edasi	2
purjetama	ringi	1
kuivama	välja	2
kukeleegutama		2
empsuma		1
tiirutama	mööda, ringi	1
elama	juurde	1
keerama	täis	1
hankima	külge	1
jaguma	välja	1
pöörama	sees	1
tüütama	edasi	1
kondama	otsa	1
roomama	vastu	1
ärima	ära	1
kratsima	maha	1
lappama	lahti	1
käima	ligi	1
panema	vaja	1
tulema	ette, tagasi	1
saama	läbi, ilma	1
kogunema	võlgu	1
panema	ilma, kinni	1
passima	ümber	1
hoidma	otsa, eemale	1
munema	ära	1
olema	laokil	1
tuhnima	ringi	4
jalutama	üles	1
salvestama	ära	2
paralüseeruma		1
sumpama	järele	3
ahmama	kinni	1
soojustama	ära	1
veenma	ära	4
minema	pungi	1
vilksama	välja	2
meeldima	lähedal	1
sööma	alt	1
tuiama	all, ringi	1
võtma	ees	1
tõstma	eest	1
jalutama	kaasa	2
platseerima		1
tõmbama	alt, ära	1
suruma	mööda	1
hullama	edasi	1
tutvuma	edasi	1
teadma	otsa	1
lükkama	kõhuli	1
hõõruma	lahti	2
nõudma	kaasa	1
ahvatlema	ära	1
võtma	oma	1
müüma	kinni, kaasa	1
tukastama	alles	1
ruineerima	ära	1
tuhnima	üle	1
jooksma	ringi, ära	1
osutuma	edasi	1
sattuma	välja	1
looma	mõlki	1
lõdisema	läbi	1
lammutama	lahti	2
tõukama	ümber	2
loksuma	ringi	1
aetama		1
näppima	lahti	2
tiksuma	sees	1
õigustama	ära	1
lipsama	mööda, sisse	1
õnnestuma	sisse	1
tegema	eemale	1
sokutama	kaasa	1
väänama	ära	1
panema	sekka	3
sumpama	ringi	1
õnnestuma	mööda	1
talutama	eemale	1
konutama	edasi	1
kükitama	edasi	1
võksima		1
jääma	kängu	1
tolgendama	ringi	1
sokutama	edasi	1
lugema	pealt	1
vandaalitsema		2
vaaruma	välja	1
koperdama	välja	1
tallama	üle	1
sulanduma	sisse	1
varjuma	eemale	1
sikutama	tagasi	1
hallutsineerima		1
katsetama	läbi	1
püüdma	ette	1
olema	pärast	1
kinnitama	pärast	1
kohtama	ees	1
peibutama	kõrvale	1
põrnitsema	välja	1
sammuma	üle	1
sumama	ringi	1
muigutama	edasi	1
minema	hukka	1
koolutama	tagasi	1
aduma	läbi	1
loovima	kõrvale	1
asuma	ära	1
kinnitama	järele	1
puhuma	lahti	1
looma	vastu, ära	1
kerkima	juurde	1
muutuma	üles	1
ostma	vaja	1
köhima	edasi	1
tassima	alla	4
suitsetama	edasi	1
N. olema		1
loopima	ette	1
istuma	üle	1
töötlema	ära	1
töötama	välja, koos	1
skandaalitsema		2
defineerima	üle	1
heietama	vahel	1
planeerima	ära	2
naksatama	kinni	1
sõlmima	kokku	3
kajama	kaasa	1
kergenema		3
noomima	läbi	1
kujutlema	edasi	1
klõpsuma	kinni	2
lööma	vastu, ära	1
kestma	all	1
kuduma	kokku	1
vajuma	läbi, läbi	2
puudutama	vahel	1
sõristama	välja	1
heletama		1
astuma	puruks	2
õpetama	ära	2
virtsama		1
möirgama	püsti	1
lautima		2
lentsima		2
vedama	mööda, edasi	1
tümistama		2
segama	välja	1
kavatsema	alles	1
kõssitama		1
paiskuma	alla, üles	1
kuulutama	üles	1
naksama	kinni	1
pidama	vahele	1
õppima	vaja	1
kuulnud-näinud-kohtuma		1
heitma	pikali	1
sörkima	läbi	2
drillima	üles	1
vaatlema	läbi	1
olema	lukku	1
käärima	tagasi	1
küdema	all	1
uitsetama		1
võristama	ette	1
tutvuma	sees	1
kuulma	ette	1
luges-kuulma		1
kõndima	taga	1
loovima	tagasi	1
sõitma	ringi, läbi	1
torutama	lühikesevõitu	1
jooksma	peale, järele	1
jõnksatama	kaasa	1
segunema	all	1
hüüatama	püsti	1
vaatama	ära, pealt	1
lastima	maha	1
nohutama		1
vaatama	ette, kõrvale	1
lisama	välja	1
võis-olema		1
kahtlema	põrmugi	1
sokutama	ette	3
elama	püsti	1
tundma	välja	1
estikuleerima		1
vastama	ilma	1
tulistama	välja	5
asetama	laiali	1
sündima	tagasi	1
mõtlema	pärast	2
rääkima	millalgi	1
tummuma		1
pääsema	vahele	2
levitama	edasi	1
minema	ilma, otsa	1
piiritlema	ringi	1
kõndima	üle	1
värbama	ümber	1
vahetama	vastu, välja	1
vaibuma	tagasi	1
varjama	koos	2
poseerima	ees	1
legaliseeruma		6
loiduma		1
pilkama	läbi, läbi	1
olema	kõrvale, vaja	1
hingama	ära	2
helistama	ilma	1
küsitama	taga	1
nürima		3
vaikima	koos	1
vihisema	sisse	1
mügisema		1
lasksima	maha	1
haavama	kinni	1
teadma	maha	1
hiilima	eemale	1
looma	vahele	1
jätma	üles	2
päästma	eest	1
kuulma	vaja	1
sööma	kaasa	1
selguma	edasi	1
näeb-kuulma		2
peetuma	maha	1
mõõrima		1
aelema	täis	1
paiskama	püsti	1
kujutlema	ära	1
ahvatlema	välja	1
planeerima	sisse	2
langema	ümber	1
neetima	külge	1
kehtima	üle	1
nahatama		1
paiknema	edasi	1
paistma	esile	1
solgerdama	läbi	1
lähevad-tulema		1
iroonilis-jultuma		1
vaatama	välja, kõrvale	1
tõrjuma	välja, eemale	1
eraldama	ilma	1
konksuma		1
looma	järele	1
tegema	kangesti	1
pühkima	lahti	1
saama	hulgi	1
virguma	üles	1
nähtud-kujutama		1
crucima		1
kummitama	edasi	1
kleepima	juurde	1
lubama	võlgu	1
röövitud-varastama		1
ootama	ümber	1
tõmbama	külili	1
stazheerima		3
pommima	puruks	1
iriseerima		1
laskma	taha	1
muhatama		4
rehmama	maha	2
välksama	mööda	1
tuierdama		1
sehkeldama		1
tegema	liiga	2
kaeverdama		1
pindama	lahti	1
kontuurima		1
heituma	ära	1
helgatama	vastu	1
loopima	sisse	2
röökima	vastu	1
kandma	lahku	1
taguma	valmis	2
taastuma	rahul	1
parem-mitte-nuusutama		1
märjutama		1
tulema	pihta	2
lamama	maha	2
nuhkima	üles	1
matsatama		2
raksatama	kokku	1
kõigahtama		1
roomama	eest, ära	1
labjuma		1
uurendama	edasi	1
oherdama	läbi	1
kiretama		1
K-k-kuulma		1
kajama	järele	1
rüsima	välja	1
küttima	koos	1
läigahtama	maha	1
sõtkuma	läbi	1
näitama	vahele	1
käkkima		2
tirkima		1
vihurdama		1
peatama	ees	1
rüsima	edasi	1
rantsatama	maha	1
nirguma		4
ukerdama	ringi, üles	1
uhtuma	lahti	1
tõukama	laiali	1
hakkama	ilma	4
rulluma	kõrvale	1
joovutama		1
ukerdama	eemale	1
lendama	täis	1
kustuma	üle	1
ehitama	ümber, tagasi	1
mauguma		1
nuusutama	lähedalt	1
tõrvama	ära	1
turgatama	pähe	1
tellima	välja	1
parreerima		1
kargama	üle	2
järgnema	all	1
hammuma		1
mustreerima		1
kõverpeegeldama		1
hüppama	lahti	5
Keskusema		1
jooksma	läbi, ringi, vaatamata	1
kihutama	kannul	1
ostma	pealt	1
mängitsema		1
asuma	sisse	1
põlema	alles	1
lätsatama		1
visutama		1
kuivama	kinni	2
kargama	alt	1
luilutama		1
rüüpama	juurde	1
laskma	eemale	1
kaotama	otsa	1
sisistama	läbi	1
kasima	välja	1
parantsatama	ümber	1
lükkama	külili	1
pöoduma		1
võtma	ümbert, kinni	2
sirisema	läbi	1
lesima	koos	1
röövima	kaasa	1
tuikuma	edasi, välja	1
kõndima	ümber	1
nussima	ära	1
liibuma	ümber	1
sumpama	edasi	1
tõmama		1
klõksatama		1
tõukama	külili	1
kontrollima	välja	1
sikutama	kohale	1
rögisema	kohal	1
pumpama	üles, alla	1
solgutama	üles, alla	1
uluma	kaasa	3
tormama	järel	1
laulma	sees	2
pudistama	välja	1
põlvitama	ees	1
põhkima	ära	1
pruuskama	välja	1
võtma	viltu	1
kiusama	pärast	1
plärama		1
lashuma		1
lausima	järele	1
laskma	niiväga	1
posisema		1
jooksma	peale	3
hääletama	ringi	1
kaklema	ära	1
tolknema	ära	1
pralletama		2
syvendama		1
shongleerima		1
äsama	pooleks	1
rammima	vastu	1
aristama		1
kysima	vastu	1
aimama	kaasa	1
ryhkima	edasi	1
kummardama	kohale	1
hulguma		1
viipama	kohale	1
tassima	eemale	1
liduma	eemale	1
kaduma	sisse, ära	2
peitma	taha, ära	1
pistma	hambusse	1
vakatuma		1
lohisema	taga	1
sõeluma	sisse, välja	1
lööma	lõhki	2
ehitama	läbi	2
pigitama	ära	1
purustama	vastu	1
ostma	tarvis	1
tahtma	kaasas	2
kihutama	ilma	1
libisema	ära, käest	1
testima	ära	1
mõtlema	all	1
trallima		3
lubama	kokku	3
kiirustama	kinni	1
lonkima	läbi	1
ronima	ära	1
telefoneerima	lahti	1
minema	krampi	1
lamama	vahel	1
lõpetama	laiali	1
tulema	koha, üles	1
karbist-väljama		1
libistama	laiali	1
peksma	juurde	1
trallima	ringi	1
tõmblema	ringi	1
tiksuma	kõrval	1
tuhlama	ringi	1
avama	alles	1
vaaruma	edasi	1
olema	edasi, kohal	1
nohistama	vastu	1
hüplema	järele	1
patenteerima	ära	1
ehitama	koos	1
jooksma	all	1
painduma	kokku	1
rebima	edasi	3
hulluma	nõus	1
äestama	ära	1
ööbima	koos	1
kinnitama	kokku	3
sirgenema		1
tahsima		1
lükkama	kohale	2
hingama	välja, sisse	1
monteerima	külge	1
rappuma	lahti	1
seadma	maha	1
kõõritama	üles	1
uitlema	edasi	1
pyydsima		1
tykkima	peale	1
hoopistykkima		1
synnima		1
volksama	kõrvale	1
žongleerima		4
tantsisklema	edasi	1
varustama	ette	1
vajuma	põlvili	2
käskima	otsa	1
toitma-katma		1
kähvama	vastu	1
laadima	välja	1
tõmbama	koomale	2
ronima	välja, kõrvale	1
sulgema	edasi	1
sajatama	välja	1
tahmama		1
konutama	taga, asemel	1
juhtima	sisse	2
itsitama	taga	1
neelama	edasi	1
prachuma		2
kummardama	ette	2
norisema	edasi	1
potsatama	maha	2
liuglema	ees	1
tatsama	üle	1
garrima		3
langema	otsa	1
tramplema		1
võtma	kaasa, kokku	1
tungima	üle	1
krompsuma		1
hävima	üles	1
neatuma		1
ootama	eemale	1
ratsutama	tagasi	2
vangutama	pealt	1
valitsema	ette	1
sikutama	kaasa	1
sosistama	edasi	2
kusema	täis	1
anuma	järele	1
kühveldama	peale	2
purskama	vastu	1
rapsima	tagant, üles	1
küpsetama	tarvis	1
simuma		4
laulma	sekka	1
noogutama	täis	1
kuuluma	üle, ilma	1
sõudma	välja, tagant	1
demandama		1
voorima	läbi	3
jõllitama	alt	1
panema	ette, maha	1
nipsatama	tagasi	1
tänama	eest	1
ekslema	läbi	1
sukelduma	läbi	1
piinama	välja	1
viskuma	välja	2
küpsetama	vastu	1
koostama	tagasi	1
lõnksuma	edasi-tagasi	1
taaruma	alla	1
söandnuma		1
hoidma	valla	1
heitma	välja, välja	1
kõlama	üle	1
varjama	eest	2
kallistama	vastu	1
liipama	vastu	1
panema	raudu	2
tungima	alla	1
looklema	läbi	1
ekslema	edasi	1
vurama	sisse	1
kuluma	sisse	1
lööma	kõrvale	1
voorima	kokku	2
võluma	kinni	1
ostma	eest	1
panema	viltu	1
põimima	välja	1
keeluma		1
tõusma	kohale	1
riietuma	pealt	1
satuma		1
ägendama		1
tooma	kallale	1
viibima	eemal	1
relvistuma		1
ekslema	kõrvale, üles	1
prahvatama	maha	1
viipama	alla	1
ilutsema	ilma	1
meelestuma		1
sõudma	tagant, välja	1
lahvatama	läbi	1
purjetama	välja	1
kutsuma	üles, vastu	1
sõitma	edasi, läbi	1
salamõrvama		1
viinud-tooma		1
sõudma	vastu	1
seilama	välja	2
purjetama	edasi	3
saatma	lahti	1
laenama	ära	1
tärkama	üle	1
sõudma	sisse	1
veeretama	käes	1
neitsima		1
teatama	läbi	2
paugutama	vastu	1
võtma	ümbert	1
põrkuma	alla	1
silmitsema	all	1
juhtuma	otsa	1
lahmatama		1
tantsisklema	ümber	1
hoidma	all, peal	1
juhatama	edasi, edasi	1
nägema	altpoolt	1
klammerduma	külge	1
puhtastama		1
tegema	kõrvalt	1
mina-ise-olema		1
painutama	maha	1
sõitma	külge	3
kõmmuma		1
progresseeruma		32
näitama	ringi	2
tulvama	juurde	1
vintsima		1
vahistama	kokku	1
hoidma	koha	1
sattuma	otsa	2
oskama	ära	2
päsima		1
tahkuma		3
sundima	edasi, vastu	1
imetama	välja	1
vedama	kaasa, sisse	1
kannustama	takka	1
nühkima	vastu	1
praksatama	katki	1
suruma	üles	4
kumerduma	vastu	1
helistama	ilma, ette	1
seadma	edasi	1
koondama	ära	1
tõstma	tagasi, maha	1
litsuma	kõrvale	1
nuusatama		1
jääma	pooleks	1
juurima		2
seisma	koha	1
legaliseeruma	ette	1
valdama	peale	1
külmama	läbi	1
tõusma	alles	1
vopsama		1
imestama	edasi	1
paigutama	kokku	2
naasma	ilma	1
ärkama	edasi	1
sublimeerima	ümber	1
nuuskima	ilma	1
jätma	vahele, alla	1
märgutama		30
kastma	kokku	1
laatserdama		1
avitama	kaasa	1
nukerdama		2
tilkuma	ära	1
käkistama		1
kõlisema	ees	1
harutama	valla	1
avitama	välja	1
nakkama	ära	1
pahvama		1
pandsima		1
luigutama	edasi	1
seisma	vahelt	1
näpitsema		1
kutsuma	manu	1
mõskma		1
ropsima	maha	1
karjatama	sekka	1
oppama	valla	1
joosklema		1
rüüpima		1
ripsima		1
sogama		2
unettima		1
siputama	otsas	1
püidnuma		1
tõusma	ülesse	1
ripendama	maha	1
katsuma	järgi	2
unistama	kokku	1
lesima	asemel	1
hüidima		1
nuuskama	ära	1
sõitma	läbi, ringi	1
kiidulaulduma		1
näitama	pealt	1
lihtima		1
otsima	esile	1
õppima	kätte	1
mõõtma	tagasi	1
nägema	ees	2
badetama		1
jõudma	järgi	1
oppama		2
hirmutama	tagasi	1
mahtuma	üle	1
mortima		2
songutama		1
immima		1
lausuma	poolt	1
kiitma	ette	1
puuduma	vahelt	1
pilduma	vahele	1
omnima		1
lausuma	iial	1
annuma	tagasi	1
opkuma		1
märkima	rahule	1
tunduma	läbi	1
istuma	sekka	1
kõnelema	läbi	1
lahistama		3
uskuma	läbi	1
hüüdma	sekka	1
jooma	vahele	1
käima	ümber, ilma	1
soristama	alla	1
rehmima		1
virisema	läbi	1
pantuma		4
kõnelema	ümber	2
joosnuma	järele	1
pistma	ära, sisse	1
häävittama		1
piiblema		1
rohmima		1
matkama	läbi	1
vellema		1
läkitama	tagasi	2
painduma	sisse	1
peastnuma	lahti	1
klobistama	alla	1
põlema	tarvis	1
austuma		1
lonkima	ära	1
austama	koha	1
sibistama		1
vettima	ära	1
kurvastuma		1
politikkama	ilma	1
viskama	üle, välja	1
viima	maha	2
tirima	eest	1
kõmahtama		1
sadama	ette	1
kaapima	maha	1
võttis-võtma		1
säädnuma	kokku	1
nookuma		1
talutama	ära	1
utsitama	taga	1
kerkima	täis	1
sattuma	üle	1
kilkama	kaasa	2
tudeerima	läbi	1
kirotama	all	1
kirotama		2
lämmitama		1
minema	ühte	1
pöörsima		1
rõõmustuma		1
uputama	sisse, ära	1
tahtnuma		2
nägima		1
võiksima		1
valima	maha	1
õppama		3
unema		1
maoldama		2
olima	kinni	1
kargama	esile	1
niguma	lahti	1
küllema		1
võiksima	ette	1
sipsama		1
mõtlema	manu	1
hõeruma		2
laulssima		2
tulnuma		1
häävitama	ära	1
siadnuma		1
perima	kõrvale	1
läksima		3
nüüd-hüüdma		1
jätma	alla	4
toovastama		1
kõnelema	kinni	1
pandsima	tagant, kinni	1
võtsima		1
kriipsutama	välja, alla	1
minema	eksi	1
olima	ette	1
astuma	ette, välja	1
naerssima		3
logelema	maha	1
reakima		3
naaksuma		2
põrrima		1
naersima		3
astuma	manu	1
neljandama		1
vilistama	üles	1
rabama	ära	2
saanuma		1
laulsima		2
lõikuma	lahti	1
tegima		1
pääsnuma	välja	1
vahtima	taha	1
kasvama	kaasa	1
tundsima		1
tulima	alla	1
seadsima		1
hurmuma		2
hõiskama	ette	1
hüüdsima		1
olima	koos	1
katsima		1
mustama	ära	1
ennema	ära	1
tahtsima		3
kaikuma	mööda	1
veetsima		1
räpastama		1
saatsima	ära	1
käänama	poole	1
käänama	ümber	1
läksima	mööda	1
põlema	peal	1
käänama	otsa	1
tassima	kõrvale	1
tundsima	ära	1
lainetama	läbi	2
seadnuma		1
hüüdma	ette	1
jooksma	läbi, üle	1
tultima		1
olima	kaasas	1
laperdama	tagasi	1
võib-painuta-tuleb-kirjutama		1
painutada-kirjutama		1
suurtsugustama		2
estiseerima		1
leiduma	laiali	1
kurtma	ette	1
viivima		1
nägema	üles	2
luuletama	kaasa	1
piidlema	sisse	1
palwetama		1
aimama	välja	1
hingatama		1
saagitsema		1
hõõrutama		1
kannatama	ennem	1
nägema	kaasa	1
valitsema	edasi	3
toleerima		1
koguma	läbi	1
otsama	läbi	1
kaabitsema	üle	1
iseloomustama	üles	1
sobitama	ümber	1
plartseldama	ümber	1
ärritama-karjuma		1
tallama	tagasi	1
tellima	järele	1
posisema	ette	1
kaema	kõrvalt	2
turritama	läbi	1
tuikama	läbi	1
riimistama		1
purema	valmis	1
uskuma	tarvis	1
lagisema		1
virildama		1
istuma	kõrvu	1
puhuma	eest	1
kupatama	alla	1
õsuma		1
nõjatama	tagasi	1
pursatama		1
sõidutama	ümber	1
kärisema	sees	1
annuma	edasi	2
kükitama	läbi	1
eksima	lahku	1
helgetama		1
prõksuma		1
seadma	tagasi	1
takerdama		1
käperdama	tagasi	1
taastulema		3
nägemata-kuulma		2
kiskuma	läbi	1
lasnuma	maha	1
hööveldama	sisse	1
otsima	kõrvale	1
arbuma		2
surmama	lahku	1
hulkuma	välja	1
läikima	üle	1
paljastama	maha	1
keelama	saadik	1
sündima	läbi, tagasi	1
viipama	kõrvale	1
kaevama	esile	1
sobima	vastu	1
tagastama	välja	1
tervitama	all	1
minema	ära, asemele	1
lipsima		1
poolima		1
lööma	otsast	1
hälisema	kokku	1
lengerdama	esile	1
keerutama	alla	1
olema	lõhki	1
muhelema	kaasa	1
vaatas-vaatama		1
muhelema	vastu	1
nõukogustama		1
kleepima	vahele	1
olema	segi	1
kõnelema	juurde	1
salatsema	ilma	1
rütmistuma		1
leidma	pooleli	1
sussitama		1
enesestmõistama		1
algama	sisse	1
ajuma		1
tekkima	manu	2
tõestama	alles	1
töötama	kohal	1
helvetama		1
mõtles-ütlema		1
halvama	läbi	1
kahetsema	pärast	1
runneldama		1
tahtma	keskele	1
arutama	kaasa	1
ajama	raisku	1
käima	järele	1
uutma		5
maitsema	kaasa	1
sõitma	ilma	1
kumisema	kaasa	1
olemas-tulema		1
toksima	ümber	1
toonitama	tagasi	1
urbaniseeruma		3
väljendama	tänu	1
prantsatama	otsa	1
sujuma	kohale	1
anda-võtma		1
ühmama	alla	1
tehkima		1
kallama	ümber	1
koristama	eest	1
kiinduma	peale	1
pahmama	ära	1
jusima		1
nõuduma		1
seadma	vaja	1
lükkama	üle	1
nihkuma	välja	2
lennutama	välja	1
valmistuma	peale	1
ovatseerima		1
puhuma	maha	1
nutma	kõrvale	1
karjatama	järele	1
kigisema		1
kumustama		1
kössutama		1
velkima	edasi	1
pelguma	üles	1
sirutama	maha	2
helgendama		1
kütkendama		1
õiguma		1
lihkuma		1
klähmima		1
pukseerima	alla	1
tõurastama		1
laskuma	ees	1
solksama		2
pidama	kinni, ära	1
K-kutsuma		1
heitma	tagant	1
laksutama	edasi	1
kostma	hulgast	1
üllatuma	kinni	1
rehitsema	välja	1
solidariseerima		1
sittuma	sisse	1
käänama	kõrvale	1
poetama	alla	1
paiskuma	mööda	1
langetama	tagasi	1
veerema	vastu	2
koolutama	kõrvale	1
luurima		3
hajutama	läbi	1
viunatama		1
tasuma	tagasi	2
liigutama	lahti	1
lugistama		1
kärisema	lõhki	1
ründama	laiali	1
lehvima	taga	1
süütima		1
puutuma	ees	1
krõbisema	edasi	1
läigatama	maha	1
paistma	hulgas	1
kummuma	ette	1
liikuma	taha	1
viseerima	edasi	1
laduma	kaasa	1
püherdama	maha	1
kordama	mööda	1
möirahtama		1
vabastama	alt	1
ulatama	ümber	1
rammima	läbi	1
saama	ilma, peale	1
tooma	ilma	1
nägema	kõrvale	2
kraamima	sisse	1
suitsema	alles	1
paatuma		2
lendama	eest, ära	1
sörkima	järel	1
hääletama	edasi	1
kivistuma	ära	1
kõrvetama	sisse	1
pidama	maas	1
vaimutsema	vastu	1
sokutama	üles, välja	1
ringima		1
kanguma	välja	1
puhuma	tagant	1
provotseerima	edasi	1
kujundatud-sisustama		1
esinema	edasi	1
kas-ikka-muudmoodi-ei-saama		1
tõmblema	pealt	1
kogelema	vastu	1
treenima	sisse	1
seletama	mood	1
tuiskama	tagasi	1
lehvima	ette	1
saanud-maksma		1
teatama	kaasa	1
põimima	ümber	1
tere-tulema		1
saatma	edasi-tagasi	1
mahutama	juurde	1
kustuma	maha	1
parkima	kõrvale	1
sisustama	ära	1
tekkima	külge	1
viettama		1
karjatama	vahele	1
viima	tagasi, ära	2
hõikama	sisse	2
lööma	ilma	1
ulatama	kõrvale	1
võluma	tagasi	1
kauplema	välja, tagasi	1
sokutama	ümber	1
naeratama	edasi	1
mõnulema	ette	1
tormama	edasi, järele	1
põlistuma		2
jätkama	mahti	1
sõeluma	edasi-tagasi	1
lahkuma	ära	2
süvenema	ilma	1
lohisema	kohale	1
äestama	üles	1
irvitama	otsa	1
jääma	hambusse	1
salvama	tagasi	1
suskama	vahele	1
hoidma	ärevil	4
kütma	taga, üles	1
sulima		1
jahvatama	läbi	1
skannerdama		1
cargotama		1
remontima	ümber	1
hõiklema	vastu	1
keerama	pealt, ringi	1
marssima	eemale	1
lamama	ligi	1
nurruma	ümber	1
särama	ees	1
üüristama		1
tolmuma	täis	1
asuma	otsas	1
koguma	sisse	1
põrklema	ringi	1
kogunema	sisse	1
sirgeldama	peale	1
vajutama	vastu	1
mädandama		1
soojutama		1
leidma	ees	1
kappama	ringi	2
siginema	ümber	1
sähvama	mööda	1
petma	eemale	1
imema	ära	2
vihastama	peale	1
jõudma	välja, äärde	1
murduma	katki	1
minema	tagasi, mööda, välja	1
vedama	välja, lahti	1
saama	tagasi, välja	1
veerema	ära	1
rippuma	kohal	1
ajama	pärani	1
nääksuma		1
tupeerima		2
tantsitama	mööda	1
kullendama		1
vedelema	täis	1
mässima	tagasi	1
punnitama	tagasi	1
purustama	ära	4
tasandama	ära	1
uutama		1
minema	mossi	1
keerama	ees	1
pantuma	sisse	1
vantsima	maha	1
puskma		1
lükkama	sees, lahti	1
lõikama	peale	1
tonksama	külge	1
kähvatama		3
vedelema	ära	1
vedelema	maas	1
müüma	üles	1
rüükima		1
kolletama	ära	1
virisema	kallal	1
jääma	kössi	1
siimnema		1
raidsima	maha	1
puistama	tagasi	1
täädsima		1
hakkama	pihta, alt, äärest	1
kärisema	tagant	1
moondama	ära	1
kaagatama		1
laskma	viltu	1
kapsima		1
pahvatama	üles	1
mässima	kinni	1
pooma	ära	2
põntsutama	vastu	1
raavima		1
põlema	vaja	2
külima	maha	1
seisma	sees, paigal	1
määndama	ära	1
painutama	alla	1
pailuma		2
panema	pealegi	1
akkama	kinni	1
