verb	compound	total
häiruma		29
sõjaväestama		1
hakkama	otsa	1
tõmbama	üles, tagasi	1
nirguma	mööda	1
sosistama	järele	2
kritseldama	maha	1
paistma	pealt	4
ihkama	välja	1
reetma	ära	1
jahvatama	kokku	1
kilama	ringi	1
elanud-vaevlema		1
kaema	läbi	1
leiutama	alles	1
keelama	vahel	1
teatama	mööda	1
vehklema	edasi	1
jälgima	peale	1
lohistama	läbi	2
lohisema	järele	6
kartma	peale	1
seadma	laiali	1
retklema		2
kiirustama	peale	1
lööma	ümber	13
otsima	koos	2
mõtisklema	edasi	2
õnnestuma	välja	1
langema	vahele	1
ütlema	kõrvalt	3
sattuma	tagasi	7
astuma	ära	4
liialdama	ilma	1
peituma	taga	3
sobrama	edasi	1
toitma	peale	2
nuuskima	välja	2
tundma	seoses	1
kõlksatama		6
reisima	ära	2
kasvama	ette	3
tüsenema		4
mis-ta-olema		1
rahunema	ees	1
vilksatama	otsa	1
lükkama	taha	4
koukima	kokku	1
laskma	tagasi, kohale	1
köitma	ära	1
võtma	kaasa, kaasa	1
silitama	edasi	1
otsima	ringi	2
klammerduma	ümber	2
laskuma	kõrvale	5
võidurõõmutsema		2
lõksatama		3
kuuletuma	üle	1
koksima		7
kõlama	järele	1
hiilima	ringi	3
otsima	alt, üles	1
jätma	kohale, maha	1
könksuma		7
ilmutama	ära	2
uurima	vaja	2
kopeerima	ära	2
eelregistreeruma		1
pluhvima		1
kuulama	kõrvalt	1
tegutsema	vastu	4
põntsatama		3
murenema	vastu	1
pisenema		6
umbuma		3
kutsuma	edasi	6
vajama	vahel	1
aimama	ära	19
istuma	sees	12
taltsutama	ära	2
vastama	nõus	1
suruma	ette	4
istuma	juures	1
pingulduma		6
kuulma	alla, ära	1
siluma	edasi	1
nihutama	ära	4
rapsama	püsti	1
kirjutama	vahel	1
lehitsema	välja	1
teatama	välja	1
astuma	tagasi, sisse	1
vastama	ümber	1
tõusma	juurde	1
karjuma	läbi	1
kuulama	peale	1
veerema	tagasi	2
taipama	ära	4
vaevama	edasi	1
kaevama	ümber	2
pingutama	järele	1
pingulduma	välja	1
jagama	vastu	1
kaifima	üle	1
murdma	sisse, ära	1
pidama	üle	11
viima	tagasi, üles	1
kõndima	eemale	10
olema	kaasa	2
toksima	sisse	2
saalima	ringi	5
näpistama	maha	1
tudeerima	edasi	1
koukima	lahti	5
kandma	kukil	1
käänduma	tagasi	1
ulatuma	üles	3
rippuma	kinni	4
ripendama	alla	2
libastuma	alla	1
veristama	all, ära	1
käima	juurde	3
vinnutama		2
elama	otsa, ära	1
purema	ära	1
nõrkema	ära	1
söandama	kinni	1
saama	pealt, ära	1
mutsima		3
saama	valla	3
näima	sisse	1
nosima	ära	2
rabisema	alla	2
ilmuma	alt	2
kuhjama	peale	1
joonistama	sisse	1
lihuma		1
leidma	puudu	2
murima		3
vankuma	alla	2
hõõruma	alt, üle	1
lippama	alla	4
libistama	edasi	3
ärkama	sees	1
rahmlema		1
paiskama	tagasi, maha	1
välgatama	kohal	1
hõõruma	üle	2
raguma		4
suhkatama		1
kasvama	ühte	2
sahkama	läbi	1
murdma	katki	4
olema	kannul	3
taguma	sisse	5
rändama	kaasa	1
rühkima	läbi	3
kummarduma	läbi	1
vaatama	mööda, välja	1
kaema	järele	2
levima	välja	2
soomestuma		2
vananema	tagasi	1
möbleerima		8
nahistama		11
mängima	ära	3
timmima		20
reisima	kaasa	2
kõdutama		1
tirriteerima		1
kõlama	välja	1
tulema	ringi	2
levitama	läbi	1
paiduma		1
töötama	alles	1
tahnuma		2
valgustama	läbi	7
eel-linastama		1
väärandama		1
leppima	iial	1
sündima	valmis	1
rabama	eest, ära	1
lahkuma	täis	1
paluma	andeks	2
demonteerima		4
asuma	kinni	1
broneerima	ette	2
tähendama	lahti	1
tarbima	kokku	1
rajama	juurde	4
rajama	ette	2
rajama	ringi, sisse	1
dissoneerima		1
panema	läbi	5
taksojuhi-stiilima		1
kavatsema	ette	4
kulgema	üles	2
põrutama	välja	4
uurima	välja, ette	1
kohtuma	välja	1
tahtma	alla	1
veeretama	ära	3
peadirigeerima		1
mõtlema	laiali	1
lohistama	ära	1
mõjutama	peale	1
kangutama	eemale	1
käsitlema	pealt	1
mukkima	üle	1
kviteerima		6
lihvima	edasi	1
kohmerdama	ära	1
mahtuma	alla	3
laenuma		2
taguma	poolt	1
nägema	järel	1
mädanema	üle	1
vabanema	läbi	1
unistama	peale	1
seisma	laiali	3
reperutaarima		1
kaaluma	ära	6
võrgustama		1
möödnuma		1
kuulab-vaatama		1
pasundama	lahti	1
movima		1
estetiseerima		3
orjama	juurde	1
kutsuma	alla	5
kuumpressima		2
külmpressima		6
hekseldama		10
logaritmima		2
sileeruma		10
närvutama		8
fermenteeruma		30
lõikama	kokku	3
inaktiveeruma		4
hüdrolüüsuma		15
adsorbeerima		2
lipolüüsuma		1
ankurduma		1
silmastama		1
migreerima	läbi	1
püstuma		1
pritsima	edasi	1
granuleerima		6
kõplama		6
kasvatama	ette	5
roojama		7
nimetama	ilma	1
lõastama		4
ületama	üle	1
seeduma		47
ekstraheeruma		4
pipeteerima		5
tiinestuma		3
fagotsüteerima		1
turvastuma		3
pealtväetama		2
tapma	kokku	4
resorbeeruma		3
atrofeeruma		4
jämenema		10
inaktiveerima		15
genotüpiseerima		1
deioniseerima		2
amplifitseerima		2
perforeerima		4
srottima		1
läbima	edasi	1
denatureeruma		1
desatureerima		1
rühmituma	ümber	1
sisaldama	alla	3
hapestuma		1
leidima		2
suurendama	koos	1
propotsioonima		1
sisalduma	alla	1
suurenema	järele	1
iurima		2
subordineerima		1
koaleeruma		1
desintegreerima		1
bürokratiseeruma		5
frustreerima		5
reguleerima	ära	3
presumeerima		1
teostama	koha	1
seltsima	juurde	1
leevenema		17
artikuleeruma		2
devolveeruma		1
politiseeruma		5
andma	üle, edasi	1
ferendama		3
erakonnastuma		1
M. hagema		1
teostama	koht	1
subsumeerima		5
thesima		1
pidama	lahku	1
tooma	kohal	1
lähtuttama		1
kukutama	läbi	14
aretama	tagasi	1
amortiseerima		2
majuma		2
tiinestama		6
luustuma		22
ümarduma		7
kumerduma		3
köpruma		18
suunduma	ette, üles	2
pelvima		8
selguma	alles	2
sulgema	nõus	1
kummuma	välja	1
esitama	ära	1
õgvenema		3
väitama		1
fraktsioneerima		1
pöörduma	üles	3
roteeruma		1
fikseerima	läbi	1
fetotomeerima		1
tüsistuma		20
pitsuma		5
viima	edasi, eemale	1
pitsuma	vastu	1
vigastuma	koht	1
jääma	vastu	6
sättima	alla	2
kontrasteerima		1
FITC-konjugeerima		2
deparafineerima		1
veetustama		3
prolifereeruma		2
sidekoestuma		1
minema	moodi	1
kanaliseeruma		3
tulema	kokku, ette	1
opteeruma		4
kirjutama	läbi	5
säilima	kokku	2
gradueerima		2
algama	alles	8
kasvama	kõrvale	1
kinnitama	üle	4
evangeelse-reformeerima		1
saksastuma		9
promoveerima		4
aadeldama		1
õppima	väljaspool	1
eksamineerima	kokku	1
rajama	üle	2
vedama	kokku, ära	2
kodanlikustuma		2
muutuma	tarvis	1
õnnistama	sisse	12
ohustama	lahti	1
märkama	ümber	1
profesionaliseeruma		1
ehitama	alles	1
lesestuma		4
spetsialiseerima	välja	1
uskuma	üle	1
instutsionaliseeruma		1
harima	kokku	1
tahtma	nõus	6
balloteerima		1
arvutiseerima		4
problema		1
dikteerima	vaja	1
esinema	ära	1
hõikama	taga	1
ilmnema	alles	2
harjuma	ühte	1
liikuma	tarvis	1
solgutama		8
sobima	valmis	2
mitte-uskuma		1
sobima	alla	2
asuma	üle	1
kanduma	vastu, edasi	1
taasäratama		1
ühtsustama		1
kategoriseerima	ära	1
kujutama	kohale	1
heitma	edasi	1
konnoteeruma		6
miksima	ümber	1
võtma	rindu	3
loksuma	kokku	1
seisma	kõrvale	2
hüppama	edasi	3
laulma	üle	2
meelitama	eemale	4
evolutsioneeruma		2
M. kostma		1
taastekitama		1
häirima	läbi	1
hajutama	kõrvale	1
hauduma	välja	14
arenema	võidu	1
divergeeruma		1
introdutseerima		2
signema		2
circlema		2
crypsima		1
genema		1
antropomorfiseerima		2
rääksima	ära	1
lähenema	krapsti	1
vaatama	edasi, ringi	1
võitlema	kaasa	1
salvestama	kaasa	1
tulema	tagasi, alles	1
plaadistama		6
kiirendama	välja	1
kanduma	välja	2
lahtised-lotendama		1
kalpsama	ringi	1
shlikerdama		1
põrutama	tagasi	2
shlikerdama	ära	1
partikulariseeruma		1
ilmuma	läbi	1
põhjama	ilma	1
ohustama	läbi	1
kogunema	taha	1
potestama		1
taasühendama		6
kodifitseerima		8
presideerima		5
konfirmeerima		1
rõhutama	edasi	1
ilmuma	kokku, kohale	1
kuulutama	maha	3
minema	alles	3
mõisastama		1
sekvestreerima		1
keelustama	ette	1
tanutama		2
põlletama		1
läänistama		1
praxima		1
cultuma		1
docendama		1
magima		1
locima		1
arvestama	ilma	2
fiscuma		1
holdima		1
kobima	edasi	1
minema	kõrvalt	3
kaanima		10
vedama	taha	1
ajama	katki	1
võtma	tarvis	1
keevitama	kokku	4
julge-tahtma		1
shantzhzheerima		1
vürtsitama	välja	1
kaema	välja	2
jõmistama		2
vehkima	ringi	2
sahkama		3
ruulima		10
moraliseerima	üle	1
noppima	pärast, välja	1
sobima	kaasa	1
vähkrema	kaasa	1
tempima	kokku	1
lantima		8
kurrutama		1
asetama	vastamisi	1
matma	ära	2
nemuma		1
tõlgendama	edasi	1
ootnuma		1
suigutama		6
toonistama		1
kisendama	alla	1
ühinema	ilma	1
hüüdma	välja	6
kanduma	laiali	4
depoetiseeruma		1
poetiseeruma		1
pomama		1
raiuma	ära, maha	1
taas-tooma		1
rõhutama	üle	2
jadima		2
vaincuma		1
hääduma		1
kurtma	välja	1
osaks-jagama		1
kodeerima	ette, sisse	1
varjama	edasi	1
seostuma	kõrvale	1
mõistatama	ära	11
diftongistuma		29
rāvitsema		1
ūvittama		1
lettama		1
letsema		1
tasanduma		3
wässima		2
laasima		7
niguma		3
stöttama		1
pöruma		1
labialiseerima		1
monoftongistuma		1
O. võrdlema		1
C. algama		1
põhjustama	välja	4
rehkendama	ümber	1
vajama	kokku	3
hoiustama	sees	1
ekspluateerima	edasi	1
tooma	valmis	2
lugema	alt	1
andma	all	1
nentima	üle	1
ehitama	asemele	1
vatrieeruma		1
põllumajandusettevõtetes-taluma		1
analüüsima	välja	1
laenustama		1
C. lisama		1
kaalutlema	valmis	1
diskonteerima		5
tähendama	ette	2
hoidma	ette, ära	1
atakeerima		3
põhinema	ilma	1
iseloomustama	ilma	2
kaasuma		36
eksisteerima	ilma	1
garanteerima	ette	1
seadma	ilma	1
võtma	ilma	4
santima		4
osutama	juurde	1
õigustama	välja	1
W. pagema		1
toimima	kokku, välja	1
hoogustuma	peale	1
armatama		1
trükkima	kokku	2
füllima		1
parrandama		1
röhmustama		2
walgkustama		1
pohatama		1
joonima	läbi	1
auustama		1
palluma		1
öördama		2
tähendama	peale	2
stabiliseeruma	alles	1
tallima		1
kolmandama		2
koostama	kokku	1
kilistama		2
kilksutama	kokku	1
kallama	laiali	2
võtma	tagant, ära	1
puukima		2
tokerduma		3
marodööritsema		1
küürima	üle	2
imama	ära	1
pressima	ligi	3
sõimama	vastu	1
pungitsema		1
kiikama	ringi	2
vinnama	sisse	1
loputama	alla	9
napsama	peale	1
lipsama	alla	1
läntsima		2
tuiama	tagasi	1
kõnnisklema		2
kutsuma	vaja	1
tiksutama		2
vuhisema	läbi	3
kusema	vaja	1
kaduma	pealt	2
rahmima		8
barrikeerima		1
plõksima		6
kulistama	ära	2
pumpsima	vastu	1
mahtuma	kinni	1
nükerdama		3
jääma	üle, sisse	1
immitsema	üles	1
rühkima	ette, üles	1
lauglema	alla	1
sõitma	üles, ette	1
suunistama		2
jagunema	pooleks	1
jõllitama	kohale	1
intoneerima		3
vahetama	lahti	6
meelisklema		12
katkuma	lahti	1
lõikama	maha, välja	1
näkitsema	kõrvale	1
kihisema	kokku	1
lappima	lahti	1
uimerdama	edasi	2
mökutama		5
efektitsema		1
tundlema		6
sikutama	maha	1
keerama	alla	8
karglema	tagasi	1
maanduma	kõrvale	2
istuma	otsas	2
emblema		2
ehmunud-erutama		1
nihkuma	tagasi	2
trimpama		11
tompuma		1
juhatama	välja	7
hoidma	kaasa, kinni	1
odöreerima		1
adoniseerima		1
aksessuariseerima		1
higistama	välja	1
nillima		1
igritsema		2
nuruma	välja	1
hööveldama	ringi	1
sahisema	mööda	2
lohistama	alla	3
sumatama	järele	2
keerutama	ette	1
suruma	takka	1
krabistama	välja	1
uitlema		1
pilastama	sisse	1
hakkama	ees	5
raputama	sisse	5
hakkama	alt, vastu	1
läkastama	välja	1
kaduma	eest	2
peetuma	edasi	1
õitsema	edasi	4
venitama	kaasa	1
sulama	lahti	4
kaapima	sisse	1
sibama	juurde	1
kallutuma		1
summutama	ära	3
kahtlema	edasi	1
kammima	välja	1
siuhkama		3
venima	edasi	2
kiunlema		1
pistma	nahka	7
triivima	edasi	2
täitma	ilma	1
volksuma		2
kallama	edasi	1
sähvama	välja	1
kõnnisklema	ette	1
suusatama	välja	1
klõpsama	ette	2
laskma	ees	1
riputama	kohale	2
seletama	edasi	14
rutjuma		4
kannustama	edasi	1
litsuma	välja	1
siduma	peale	3
luulendama		2
gaasistuma		1
looma	ilma	2
vaimsestuma		1
peenmaterialiseeruma		1
pluraliseeruma		1
aitama	ilma	2
mõlgutlema		1
kõlgendama		1
suskama	tagasi	2
taaruma	eemale	1
pitserdama		1
tapma	taha	1
labastama		7
ilmsistuma		1
miilustama		4
lonkima	edasi	3
sortsutama		1
minema	püsti	4
kääritama	üles	1
krabama	ära	1
liimuma		1
kandma	kohale	1
varastama	kokku	4
kipsistuma		1
nihutama	juurde	1
nälpsama		1
nõrguma	üle	1
jääma	kohale, külge	1
murdma	peale	1
inaugureeruma		1
tuikuma	üles	1
võnderdama	alla	1
säutsuma		2
napsama	üles	1
vahtima	ära	2
kodeerima	tagasi	1
sõidutama	ette	1
nükerdama	välja	1
loiutama		1
istuma	ilma	2
rehkendama	kokku	4
jooma	kõrvale	4
tekitama	järele	1
tankima	juurde	1
olema	eest, ära	3
loksuma	sees	5
väänlema	koos	1
lidistama		2
kaduma	eest, ära	1
funktsioneerima	edasi	1
kiitma	kaasa	2
sublimeeruma		1
hõiklema		4
näsima	maha	1
matsuma		3
triblama		4
suskama	pihta	1
mängitama	ära	1
narritama	eest	1
lükkama	üles	7
puhuma	koos	1
neelama	peale	2
küsides-vastama		1
mekkima	edasi	1
nokkima	edasi	1
sulpsama		6
sülitama	takka	1
menema		3
laskma	otsa	1
vöttima		1
kastma	koos	1
nükerdama	pealt	1
sapsima		1
röhuma		1
jooma	peal	2
soojenema	ilma	2
poristama		2
rapsima	maha	3
ammustama		2
sulpsima		2
muljuma	sisse	1
joristama		3
tuhnima	edasi	1
täpendama		1
toetama	peale	2
kaanima	edasi	1
nülima		1
purtsama		1
plaatima		2
rüüpama	kõrvale	5
looklema	mööda	2
kraapsima		2
läigatama	üles	1
jooksma	lahti	4
pragistama		1
ujuma	esile	3
vabanema	tagant	1
oopima		3
koogama		2
torkama	külge	3
kukkuma	põlvili	2
looma	alt, üles	1
sähvima	võidu	1
kündma	välja	1
varistama		2
riibuma		5
tohletama		2
käänlema	mööda	1
edutama	üles	1
nirisema	välja	3
tsinkima		2
sulpsatama	läbi	1
käkruma	kokku	1
tulema	käibele	2
jääma	kimpu	5
laduma	üles	4
ängama		6
laskma	sekka	1
kraavitanud-praavitama		1
riimima		6
treima	edasi	1
kirjutama	mööda	1
poetuma	sisse	1
praavitama		8
tõusma	alt	2
klapitama	kokku	3
hoolitsema	eest	2
elustama	maha	1
vulgariseerima		5
luuletama	edasi	3
konspekteerima		5
joonima	ringi	1
kondenseerima		2
peksma	puruks, püsti	1
joodima		1
jätkama	ära	1
tõttama	kõrvale	1
ehmatama	lahku	1
adresseerima	ümber	1
kriiksuma	otsas	1
langema	maha, tagasi	1
karvuma		1
nuuskima	ringi	2
välgatama	läbi	4
sosistama	kinni	1
kiskuma	pealt	2
kärutama	sisse	1
kõmpima	välja	1
kõmpima	sisse	1
keerama	sisse, välja	1
laksatama	kinni	2
lapsendama		32
kritseldama	üle	1
nägema	otsa	2
sibama	järel	1
transportima	alla	1
kahetsema	tagant	1
hoidma	kaugemal	1
nääkuma		1
õgima	edasi	1
heitma	põlvili	1
tolknema	välja	8
lugema	ringi	1
lööma	mööda	6
lööma	alla	15
sõitma	võlgu	1
haarama	ümber	5
aitama	vastu	3
pöörlema	edasi	1
keema	edasi	2
keema	ära	4
jagelema		10
kiskuma	viltu	1
molutama	maha	1
putkama	tagasi	1
jahtuma	ära	14
venitama	ette	1
nõiduma	ära	3
meeldima	koos	3
sadama	edasi	6
tilkuma	maha	2
kortsutama	ära	2
koperdama	ringi	2
keema	üle	5
minema	alla, tagasi	6
pugema	ilma	1
vilkuma	ringi	1
tilbendama	välja	1
lööma	alt, ära	1
jääma	lukku	5
norskama	alla	1
ajama	pungi	2
kimama	mööda	2
vääksuma		6
kogunema	ümber	2
rääkima	alt	1
kangutama	välja	4
vedelema	laiali	3
karjuma	ära	3
mängima	taga	1
ütlema	ringi	3
omandama	alles	2
virisema	ilma	1
aitama	sisse	1
lätsutama		3
lahutama	ära	12
lupsama	välja	1
lugema	taga	1
sodima	ära	2
lunastama	välja	2
kuluma	peale, ära	1
tulema	ilma	11
kortsutama	kokku	2
närima	otsa	1
panema	kõrvale, maha	1
ootama	otsa	1
venitama	järele, kinni	1
punnitama		23
tühjendama	ära	2
lonkima	alla	3
tormama	juurde	3
illumineerima		3
kandestuma		1
praksatama	laiali	1
krampuma	ümber	1
rehmama	välja	1
teadma	üles	2
teadma	mööda	1
kõhatama		1
piiluma	üles	1
tikkima	täis	1
doseerima	üle	2
prantsatama	alla	3
mainittima		1
pitseerima	kinni	3
liikuma	eest, ära	3
hingama	läbi	3
ulguma	vastu	1
kaebama	ära	5
ütlema	kõrval	1
kõmatama		7
lahuta-lahkama		1
vilistama	vastu	1
pudenema	kõrvale	1
naeratavad-irvitama		1
kõõritama	kõrvale	1
suitsetama	koos	1
tunnistama	peale	1
jätma	katki	11
plurtsatama		1
pröökama		9
käima	ilma	2
ronima	järel	1
tundma	ette, ära	1
kõvenema		1
pugema	esile	1
võima	juurde, vahel	1
sättima	peale	3
oigama	vahel	1
oksendama	täis	3
zestikuleerima		2
kärtsutama	kokku	1
tarretama	kohale	1
ajama	külge	5
kleepima	kinni	8
ujuma	ära	5
jõudma	lahti	1
muutuma	püsti	1
kummarduma	ligi	3
trügima	mööda	6
kõmistama	vastu	2
hakkama	rahul	1
alustama	ees	1
valetama	edasi	2
kostma	sisse	4
valima	ümber	1
mõtlema	järgi	2
silenema		2
kohama	juurde	1
kuulama	juurde	2
sortsima		1
istutama	koos	1
kastma	sisse	7
laskuma	mööda	1
hooglema		2
nirisema	mööda	1
rekristianiseerima		1
dekolteerima		1
sööma	juurde	2
võitlema	pärast	1
troonima	püsti	1
ruttama	edasi	8
lõõrima		1
mõtisklema	üle	2
sokutama	juurde	1
asuma	juurde	2
põrkuma	välja, tagasi	1
vääksub-vääksuma		1
volksama		9
pulstuma	välja	1
tippima	täis	1
torutama		6
kohutama	ära	9
tundma	vastu	5
sorteerima	välja	4
laskma	kallale	2
masturbeerima		12
tunduma	ära	2
nuuskama	kaasa	1
palpeerima	välja	1
õmblema	ette	7
aspireerima		6
sammuma	välja	9
manama	kohale	1
selekteeruma		2
panema	vast	1
pestud-kasima		1
rautama	ära	2
valgustama	välja	8
asuma	vahele	1
laskma	kokku	8
ootama	ette	2
tükkima	välja	3
tilpnema		5
krapsama	ära	1
raputama	sekka	2
ammutama	juurde	1
uestima	maha	1
olema	ette, nõus	1
punsuma		6
pressuma		1
lurisema		5
tõmbama	õlule	1
luuletama	alla	1
kumendama		3
loputama	välja	3
ootama	eales	1
vajuma	rippu	1
igavikustama		5
dekondenseeruma		1
veerema	ringi	1
visisema	juurde	1
tüürima	välja	2
kõpsuma	alla	1
kuulma	alt	1
lärtsuma		2
pärima	kaasa	1
puskima		3
vorpima	valmis	5
eitama	ette	1
nurisünnitama		1
hakkama	kaasa	3
jäntuma		1
leierdama	ära	2
seadma	alla	2
konstulteerima		1
liperdama		1
deklineerima		1
inkrementeerima		1
julgema	välja	2
rasestama		1
kasutama	heaks	1
virnastama		1
kõhistama	edasi	1
jumal-teadma		2
sonkima	välja	1
plärama	välja	1
tuletama	välja	2
tuhisema	üle	2
punduma	alles	1
krapsama	välja	2
pekkima		1
fantaseerima	edasi	1
kõlksahtama	kokku	2
lakkima	küüsi	1
nõiduma	välja	10
mõistsima		2
naeratama	kaasa	2
ehmuma	üle	1
jüudnuma		1
lõnkuma		2
ammu-uurima		1
vuristama	ette	2
aitama	peale	1
ajama	mööda	2
värisema	sees	3
partsatama		2
spondeerima		8
lohistama	sisse	2
sirutama	laiali	7
tolberdama		1
lülituma	üle	1
leiutama	juurde	1
saatma	koha	1
jookima		1
transgeensima		1
lubama	koht	2
pingutuma		2
nügima	alla	1
vajama	kaasa	1
pressuma	välja	1
transleeritakse-transkribeerima		1
naeratama	läbi	3
kantima	tagasi	1
kloonima	valmis	1
lippama	edasi	1
tooma	alt	3
resoneerima		5
nohisema	edasi	2
pahisema	välja	2
ripnema	välja	1
eksponeeruma		2
tilgutama	välja	1
sobima	tagant	1
kerkima	vastu	1
mõurama		1
iitsama		1
lamasklema	edasi	1
lootma	vastu	1
summeeruma	kokku	1
lonkima	järele	4
pomisema	kokku	1
annuleerima		1
olema	man	2
astuma	taga	1
kasima	eest	1
kalpsama	välja	3
moodustuma	kokku	1
võluma	ilma	1
kiskuma	üle	2
kõvastuma		1
viipama	juurde	1
riietama	ümber	5
sositama		3
kargama	ringi	4
magama	peale, koos	1
puukima	ära	1
gurmaanitsema		1
langema	ette	2
lõikama	ümber	6
juhtuma	mööda	1
hõikama	kohale	2
sammuma	järele	2
särama-fluorestseerima		1
siirutama		1
jätkama	välja	2
uksuma		1
häkerdama	sisse	1
vuristama	edasi	1
haihtuma	ära	2
riputama	külge	6
tuduma		4
lollitama	ära	2
tõmbama	koos	1
litsitama		1
pitsitama	puruks	1
eksitama	ära	3
sittuma	välja	2
tatsama	tagasi	2
kooletama		2
röhkima	edasi	1
deklameerida-deklareerima		1
mõistma	järele	1
pugema	välja, tagasi	1
kargama	tagasi	4
lakkuma	üle	6
vuhisema	kohale	2
viibima	juures	1
kuulutama	kaasas	1
maintuma		1
süstima	juurde	1
komistuma	peale	1
muidugi-mõistma		2
jäävustama		1
änglema		1
kristallima	välja	1
nuhitama		1
krabama	välja	1
perima	sisse	1
o-olema		2
keerutatama		1
keerama	taha	4
tervenema	läbi	1
meenuma	läbi	2
pikutama	edasi	3
meenutama	edasi	1
eksitseerima		1
loojus-lahkuma		1
soristama	maha	1
kandma	kaasa	5
kupatama	tagasi	3
sõbrutsema		2
küttima	edasi	2
hangeldama		3
torkima	sisse	2
kirjutatud-salvestama		1
lööma	täis	3
tundma	valmis	2
uhama	täis	1
heitma	taha	1
väetama	üle	1
silmitsema	kõrvalt	2
suruma	üles, vaatamata	1
lonkima	eemale	2
viipama	vastu	7
valmistama	tagasi	1
varisema	kinni	1
rulluma	eemale	1
kahvatuma	välja	1
põimima	kokku	5
tahtma	kaasa	3
aurama	välja	3
mine-minema		2
mediteerima	valmis	2
asetuma	kohale	3
võtma	kokku, ära	1
taanduma	eemale, alla	1
tulema	ära, ära	1
liuglema	üles	1
paiskama	kinni	2
libistama	ette	2
kaitseriivistama		1
hoidima	kinni	1
paluma	kõrvale	2
paiskama	järele	1
supsatama		1
kontrastima		5
fluorestseerima		1
b-laskma		2
prigisema		2
reisima	all	1
keerama	uppi	1
olema	otsa	1
suruma	edasi	2
liigutama	edasi	3
suruma	läbi, välja	1
kiirustama	üle	2
üritama	ära	1
häkkima	lahti	1
kõndima	tagasi, alla	1
miksima	sisse	2
rammima	välja	1
praalima	ringi	1
rääkima	poole	1
pühkima	püsti, maha	1
tarima	püsti	1
talutama	alla	1
tirima	püsti	1
lõikama	vaja	2
kooruma	maha	8
lõikama	vastu	2
kriiskama	vastu	1
laduma	eest, ära	1
pruulima		11
lillutama		2
liibuma	ligi	3
kurtma	taga	2
põhjama		10
panema	peal	1
tusendama		2
taarutama		2
magama	püsti	1
tikkuma	kinni	1
jõlkuma	kaasas	1
leinama	taga	5
kargama	kõrvale	2
kargama	mööda	1
lonkama	edasi	1
voogama	läbi	1
takistama	kokku	1
ütlema	sisse	14
koperdama	alla	3
taluma	peale	1
kiskuma	püsti	2
röitsutama		3
laulma	lahti	7
liduma	välja	1
muigatama		1
tajuma	ilma, üles	1
kihutama	eemale	3
roiutama		3
lödistama	täis	2
moosima	tagasi	1
mõtlema	üles	2
pühkima	üle	6
pakkuma	all	1
poosetama		8
klõpsama	kinni	3
tšekkima		2
saama	peale, kokku	1
frustreeruma		1
kammima	lahti	3
tilpnema	kaasas	2
lagunema	lahti	1
trükkima	peale	2
kribima	üles	2
kasvama	eemale	1
prükkari-stiilima		1
sihtima	sisse	1
tšekkama		2
bravuuritsema		6
kottima	ära	1
pläkutama		2
vägistama	sisse	2
sättima	ümber	5
haisema	pärast	1
undama	ringi	1
maniküürima		2
ajama	püsti, tagasi	1
mölisema	ära	1
sõbranjetama		1
zuumima		1
kõndima	kinni	2
nutma	välja	3
jooma	koos	4
kippuma	sisse	2
keppima	kokku	1
karjuma	välja	9
sööma	alla	2
tellima	üles	1
vuristama	maha	2
lõhkuma	sisse	1
põmatama		1
müdistama	ringi	1
nõksama		6
tegema	säru, vaja	1
panema	koos, ära	1
kaapima	edasi	1
vantsima	alla	2
pressima	esile	1
põletama	sees	1
loovima	läbi	2
kimama	tagasi	2
lonkima	üles	3
kammima	ringi	1
lüpsma	vastu	1
lihvuma		2
tuupima	edasi	1
ladisema		2
kõbistama		4
jõristama		1
mõõtma	edasi	2
kleepima	peale	3
eksima	sisse	1
trehvama	sisse	1
plaksama	lahti	1
kuluma	sees	1
vihastama	maha	1
rabama	kõrvalt	1
ülbama		7
pildistama	maha	1
koozerdama		1
spikuma		1
nägema	maha	1
kargama	sirgu	1
uurima	pärast	1
kituma		2
klirisema	kinni	1
sumistama		2
lillatama		2
tilbendama	ees	1
pedereerima		2
pedereerima	vastu	1
looma	täis	1
kühveldama	sisse	4
soovima	järele	1
flirtima	edasi	2
jorutama	vastu	1
rappuma	üles	1
kobima	tagasi	5
lõristama		1
nuumama	täis	1
vedama	kinni	3
tegema	pooleks	1
laskma	läbi, ringi	1
õiendama	edasi	1
ootama	tänu	1
nihverdama	kohal	1
olema	järel	1
otsima	vastu	1
prahvatama	lahti	8
istuma	katki	1
võpatama	eemale	1
taganema	välja	4
tammuma	ringi	6
põdema	ära	3
tilkuma	juurde	1
rääkima	all	1
oli-olema		1
saama	ilma, sisse	1
viitsima	alla	1
istuma	keskel	2
lonkima	sisse	1
küsima	välja	3
lõikama	kätte	1
keerama	vastu	2
pissima	peale	3
käima	kannul	3
konvoeerima	ära	1
kallama	segi	1
lobisema	läbi	1
lülima		2
teatama	vaja	3
saama	rahul	3
äsama	kinni	1
minema	järel, välja	1
hulkuma	ilma	2
korjama	juurde	2
pusima	kinni	4
hammustama	vastu	3
laksatama	vastu	1
veerema	ette	3
hüppama	koha	1
ehmuma	üles	3
sattuma	juurde	2
torisema	vastu	2
järgnema	alla	1
tekitama	ümber	2
kujutama	ilma, ette	1
tõmbama	vasakule	1
turnima	üles	1
läkitama	alla	1
pahandama	edasi	1
vaatama	eemale	5
kiikama	tagasi, tagasi	1
virisema	edasi	1
voolama	edasi	4
möllama	ringi	1
edvistama	edasi	1
