verb	total
elektrifitseerima	6
ivnesteerima	1
hõrendama	3
selgitatama	1
detoneerima	2
lugeda-vaatama	2
tupsutama	19
küütlema	21
krässima	5
voolima	60
toonima	16
lokkima	21
kraaksuma	23
pruunistuma	3
täidima	1
ahkima	4
hautama	28
liivatama	10
uimastama	23
kaeblema	30
nostalgitsema	5
edvistama	36
poksima	7
kulpima	3
suvatsema	108
parafeerima	4
plommima	4
puhituma	3
sööbima	38
matematiseerima	1
konserveeruma	6
orkestreerima	3
degusteerima	10
vilksama	41
kanguma	11
pallima	5
sprintima	4
silkama	17
klirisema	14
armeerima	1
refinantseerima	6
sisetama	1
keevitama	22
freesima	5
haljastuma	1
betoneerima	8
mediteerima	23
pitsitama	50
oletatakse-arvama	1
pleesitama	2
rehmama	49
pommima	10
sõlmuma	13
tervendama	8
tärgeldama	13
näsima	19
sumpama	62
lösutama	58
ümberpaigutuma	1
allrentima	3
logistama	29
uisutama	18
näha-tundma	1
kalestuma	6
puhisema	11
mõeldnuma	1
piiksuma	42
erituma	45
teavad-tundma	1
kröönima	1
laiama	11
heiskama	32
sekeldama	23
häälestuma	15
posima	3
tolmlema	5
süüditama	1
rivaalitsema	5
telefoniseerima	6
õnnetuma	1
üpruma	1
pikeerima	8
tuuseldama	24
klobima	17
napsitama	11
kemplema	10
masseerima	51
sõbrustama	27
viinastuma	1
rasvama	20
noorenema	12
kolletama	19
taasjätkuma	1
januma	8
üllatab-jahmatama	1
välistuma	6
loota-uskuma	1
kriiskama	53
kablima	2
lääpama	4
kikitama	32
vormuma	27
digima	3
vetruma	10
kümnekordistuma	4
mänglema	40
ammuma	12
vaktsiinima	3
valgustuma	9
rõivastama	21
kuulda-nägema	5
solkima	16
kohenema	2
erutuma	39
salatsema	12
lõhkama	22
heakorrastama	3
harjutama-kasvatama	1
afisheerima	2
huvitab-vaevama	1
demilitariseerima	1
pimestama	75
järama	21
lehtima	11
tsentreerima	3
nikeldama	13
poonima	1
detsentraliseeruma	2
rögistama	7
sisisema	42
patsu-patsuma	1
patsuma	6
jõnksuma	2
potitama	1
draftima	3
üle-mööduma	1
immatrikuleerima	10
võitima	2
naturaliseerima	2
podisema	23
puiklema	33
sahistama	30
tolmeldama	10
demineerima	4
poetuma	3
kõlisema	53
keetma-vaaritama	1
rähklema	10
nutsima	42
ligunema	26
pragunema	31
zhestikuleerima	5
oimetuma	9
kiitlema	71
näinud-kuulma	1
paksenema	25
erakonnastama	2
mõeldud-tegema	3
rallima	4
rabistama	16
evakueeruma	8
togima	31
tutistama	9
lastima	11
lossima	2
siputama	16
kriipima	42
kümnekordistama	1
suskama	75
viruma	9
vettima	29
jäätama	7
vinnama	63
tudeerima	43
rapsima	58
3olema	1
Kääriku-sihvama	1
nämmutama	23
unelema	35
sajatama	40
glorifitseerima	1
grillima	24
pragisema	23
õhetama	94
immitsema	40
putkama	8
kätlema	25
garneerima	5
mobiil-parkima	1
kaasrahastama	2
taasinvesteerima	1
lörtsutama	1
kärsatama	3
kuulatlema	4
kurjustama	44
lõdvestama	11
peremehetsema	12
närveerima	28
promeneerima	5
starima	1
tsenderdama	3
kaelustama	27
jahmuma	149
lirtsuma	26
tasaarveldama	5
demobiliseerima	5
implanteerima	12
popsima	4
jaurama	15
kakerdama	23
läigatama	49
blondeerima	14
masindama	8
nõksutama	11
nunnutama	3
üllatus-üllatuma	2
vibreerima	21
solgutama	11
kissitama	71
ühmama	74
eputama	31
liigtarvitama	1
ravitsema	25
tahveldama	1
klaasima	5
sirama	22
resoneeruma	3
ulpima	20
hägunema	6
krahmama	29
rohima	22
tudisema	12
magneetima	1
rinnutama	14
helkima	78
krõbistama	24
kopsima	19
vulisema	19
nääklema	8
avameelitsema	8
desodoreerima	1
vahustama	12
käppima	9
mürgeldama	7
kõdistama	8
taas-iseseisvuma	1
taaruma	42
suutduma	1
ägisema	52
pikutama	76
hallitama	29
korjuma	9
tusatsema	6
kosutama	34
kolisema	57
pugima	8
priiskama	15
leostuma	20
naerutama	16
pilgutama	192
terroriseerima	28
luusima	56
sõrmitsema	26
podistama	2
leelotama	9
mugistama	6
heldima	48
raseerima	39
hämarduma	55
matsutama	25
hööritama	25
süvapuhastama	1
salendama	1
imenduma	60
aromatiseerima	1
trimmima	5
tonkama	5
selitama	11
aevastama	30
tuhandekordistuma	2
isoleeriti-soojustama	1
helkama	2
toniseerima	4
sügavkülmutama	43
kasutatama	3
internetiseeruma	1
kainestama	11
kortsuma	17
nutserdama	1
nihverdama	11
sildama	2
mütsuma	3
otsutama	4
osoneerima	1
koksuma	1
elame-nägema	7
liguma	8
hea-halvama	1
toibutama	5
toitlustama	1
funksioneerima	1
kohvitama	3
sahkerdama	12
litslema	1
peesitama	32
põksuma	27
juhmistama	1
taltuma	39
poegima	111
mehitama	10
juurima	33
dekriminaliseerima	3
maigutama	47
kompostima	1
paksendama	2
kõksama	3
tigetsema	8
alavääristama	17
hapnema	4
kahjatsema	8
vermima	23
nügima	27
haipima	5
mulistama	13
muteeruma	13
nõrutama	4
loputama	107
võidma	12
moorima	6
tempima	11
tarretama	16
russkima	2
pudistama	28
haugutama	3
jäigastama	1
lõõgastama	11
toon-toonima	3
häälitsema	67
väestama	1
lagistama	33
õõtsutama	25
kobima	72
passitama	17
saavuttima	1
gaseerima	7
kääritama	10
arveldama	14
kõpitsema	10
naksima	4
kümblema	17
sheikima	1
tulitama	15
põrmustama	19
graundima	1
peeretama	12
ahvima	20
ikestama	6
häbivääristama	1
tossutama	11
klantsima	6
klõpsima	8
nottima	26
sildistama	3
traavima	29
nilpsama	8
susserdama	4
sirutage-ringutama	1
kelgutama	13
kolksatama	44
jõnksatama	9
aktseptima	1
poetiseerima	4
ohverduma	1
riimuma	13
küsimärgistama	5
Ukraina-stiilima	1
kärgatama	30
vintsutama	12
jumaldama	62
turritama	29
mahitama	4
vaatas-kuulama	1
kiibitsema	6
jõlkuma	21
krabama	51
nüristama	8
uuritama	1
depolitiseeruma	2
taaskinnituma	1
helestuma	1
kootuma	10
ette-andma	1
tuustima	10
tikkima	58
siutsuma	10
pummeldama	13
leotama	39
kooberdama	8
hõikuma	31
huikama	21
põmmutama	3
sabistama	5
purjutama	7
sirgeldama	10
koolma	12
aksepteerima	2
luituma	53
ägestuma	39
leeritama	4
palpeerima	4
seemendama	20
värvuma	39
tihkestuma	2
punkteerima	3
pyogenema	1
tsentrifuugima	7
märguma	14
inkubeerima	46
metaboliseeruma	5
lüüsima	1
leetuma	49
põhjustuma	1
bovima	3
laapuma	6
kalgenduma	5
umbrohtuma	5
linnastama	3
lõhustama	46
lööbima	13
vastunäidustama	32
aprobeerima	2
taudistuma	1
tervistuma	9
lubjastuma	1
ligeerima	11
transplanteerima	5
neerutransplantaadima	1
autoreguleerima	3
hüpertrofeeruma	5
mikroskoopima	1
fermenteerima	5
pastöriseerima	5
kõhnenema	2
sopistuma	2
poolduma	8
persisteeruma	5
tabandama	3
inokuleerima	1
elimineeruma	2
infitseeruma	12
infitseerima	21
Resposurema	1
Respisurema	1
iseloomustuma	3
gofreerima	1
järjestuma	7
ekstraheerima	16
amplifitseeruma	1
tuberkuliniseerima	1
sensibiliseerima	6
lõhustuma	116
kiletama	5
puituma	14
sileerima	8
ideologiseerima	6
viiekordistuma	4
kaasanema	1
hajustuma	1
reformeerima	5
devalveeruma	7
taastõlgendama	1
poleerima	36
struktureeruma	1
rõhtutama	1
indemnitama	1
balanseerima	2
eelmaldama	1
eventualima	1
tüpiseerima	7
määma	6
ohnema	7
eksiteerima	1
ühestama	27
pind-orienteerima	1
sähvatama	68
inema	1
algoritmiseerima	1
udutama	13
metaboliseerima	2
katalüüsima	13
konjugeeruma	1
aklimatiseerima	3
taandarenema	16
viljastuma	7
eksplantaadima	1
konjugeerima	5
klaasistuma	26
tahkestama	1
konverteeruma	2
sarvestuma	2
ornamentima	2
punduma	21
treima	40
polariseeruma	2
unuma	17
taasgenereerima	1
kollitama	20
ühismõõtsustama	1
glissandeeruma	3
helisalvestama	11
substitueerima	1
lõigustama	2
corpuma	5
dedutseerima	2
assotsiatsieeruma	1
ülatuma	1
tõusev-laskuma	1
tõusev-püsiv-laskuma	1
onema	2
rääsuma	8
C. külmpressima	1
aurutama	6
transleeruma	1
mütologiseerima	3
wötnuma	1
vötnuma	1
sanuma	4
sidima	9
kirema	30
rammutama	1
elluma	1
wallitsema	2
ohwerdama	1
mangbattuma	1
illotuma	1
euroopastuma	1
ärawiiduma	1
hierarhiseerittima	1
walmistama	2
komplitseeruma	5
taplema	16
degradeeruma	11
E. W. saama	2
tarwima	1
vöötama	6
Ed . A. aduma	1
wõitlema	2
soowima	1
väärindama	4
E. laasima	1
ümberstruktureerima	1
repatrieeruma	2
sompama	7
eksekuteerima	1
kultuuristama	3
inhibeerima	44
skänneerima	1
prakeerima	5
lamanduma	47
parasiteerima	9
tahenema	17
korrutuma	2
konfronteeruma	3
nägelema	2
lürpima	18
kinuma	2
patrama	17
jõmisema	6
kortsutama	70
sehkendama	29
sorkama	11
turgatama	31
kangestuma	63
kõmama	8
nööpima	46
raevutsema	19
nõrkema	26
näppima	80
helklema	16
vaaritama	16
kopsama	8
naudisklema	3
naksatama	5
külitama	31
lamasklema	20
kõhutama	11
õelutsema	11
vaibutama	6
lõõritama	18
klõbisema	20
valjenema	15
lontima	13
hoorama	17
lömitama	19
rammestuma	4
liigatama	4
neli-viima	1
kummima	24
einetama	6
tuikuma	56
lõgistama	27
tuhlama	21
labastuma	2
kriuksatama	6
veinitama	1
võdistama	17
vadistama	24
kiljatama	64
undama	63
föönitama	5
susistama	7
naksuma	26
kiiksuma	2
kohmitsema	53
vilama	21
kähistama	51
kappima	4
trallitama	6
kokutama	42
kullatama	1
tibutama	28
valgenema	5
aistima	3
äsama	28
kärbuma	8
krigisema	39
kooserdama	13
piuksatama	5
ei-teadma	3
sompima	11
krigistama	9
mumifitseeruma	3
difundeeruma	3
nahistama	12
vupsama	13
neelatama	116
kollama	3
möiratama	7
mörisema	17
kõhetuma	2
tülpima	20
virvendama	56
haamerdama	4
tuigerdama	29
liipama	34
nõretama	18
tuksatama	29
prahvatama	64
niutsuma	27
soiguma	45
tuiutama	10
kirmetama	2
kahutama	7
komberdama	99
nagisema	34
umisema	2
nöörima	33
mügarduma	1
muretama	2
lopsatama	1
lookama	14
säetuma	5
kaapama	15
sätitama	4
kilksatama	6
köötsutama	1
rehitsema	17
olekkima	3
mütsutama	1
kügelema	8
asima	8
rükkima	3
ommima	1
kulllema	1
mahtima	2
jutlema	28
nõtkutama	7
trööstima	21
paakuma	14
nuutsuma	4
harinema	2
otsama	20
raskuma	1
värahtama	26
nipsama	8
kirgama	2
näkitsema	23
tinisema	6
kohmetama	10
köhatama	96
mukkima	12
kuskohtama	2
joovastama	10
kisklema	11
ruiguma	1
tokerdama	5
vurisema	5
leekima	13
püidsima	1
tonksama	34
vollima	4
puserdama	5
haugatama	20
põrkima	4
lengerdama	4
täitama	1
põhjama	12
nooruse-ajama	1
lõmmutama	1
kilksuma	7
saistuma	4
lingutama	6
kõlgutama	27
sopsima	1
isima	10
löntsima	8
kuuluksema	8
käänlema	3
mõelssima	1
soputama	12
silima	15
kranksatama	2
väherdama	2
võimeldama	1
sirisema	5
robistama	1
kõssama	23
ripendama	13
haspeldama	2
kõõksuma	24
ketrama	37
silksuma	1
maamama	1
kaisutama	59
näuguma	16
lasnuma	13
armistama	1
võiduma	38
taasärkama	4
klimberdama	4
hõimuma	2
sööstuma	1
kurvima	1
liigahtama	43
nipsutama	22
viikima	10
kängitsema	13
hööveldama	14
limpsima	64
emaileerima	7
pehmitama	2
võristama	7
tinistama	31
nikkuma	62
krampuma	8
nilpsima	3
raugastuma	7
rohetama	11
veiklema	14
liimerdama	5
siuglema	22
vahatama	10
katkuma	18
pungitama	32
tümitama	32
naalduma	18
volksama	16
jäigastuma	17
konverseerima	1
närvitsema	16
käkruma	4
saperdama	1
kihvatama	27
šantažeerima	5
salapäratsema	7
tühistuma	2
pleegitama	13
tuhastuma	5
niiskuma	8
törtsutama	4
ahetama	12
joobuma	13
sinetama	19
kilgendama	10
kõhvima	4
kalambuuritsema	2
krogima	1
teravmeelitsema	3
kudrutama	22
pärlendama	20
kõkutama	16
teravustuma	3
tarretuma	8
troublema	2
suurustama	19
helenema	18
tupruma	5
muigutama	22
vemmeldama	13
hõljutama	6
vääristama	4
krapsima	1
seisatuma	17
kibrutama	13
nüpeldama	23
sonima	33
vatrama	11
sokkima	16
kõhelema	38
rõngastama	3
tantsisklema	16
kuhtuma	9
skännima	2
pinguldama	2
klõpsuma	11
narritama	23
tolmuma	19
finima	1
topeldama	1
vidistama	5
repetama	3
lädisema	1
loimlema	1
tarima	52
uhkama	29
lobistama	14
soprama	8
amüseerima	2
klirahtama	2
aurendama	4
jõrmima	2
nokutama	11
nookama	19
raksama	10
nihvama	15
välgutama	26
laksama	15
kahvatama	50
välksama	4
sirkama	4
nuuksatama	49
pillima	3
vurahtama	2
väärutama	25
vingatama	4
hõõgama	5
latsatama	2
mürtsatama	3
vakkama	8
jõllama	6
sukeldama	6
hurmama	3
asmerdama	1
tuikama	44
muhkuma	3
koorduma	5
hoobama	11
sulustama	1
nihetama	8
summima	7
virmeldama	1
vesistama	22
tumenema	51
võbisema	28
mürisema	55
lipendama	20
vilgatama	7
rambima	1
laanima	2
inetama	1
lõõlutama	1
embuma	2
gastroleerima	3
uurendama	3
kaksama	9
kiljahtama	1
M-mõtlema	1
pilootima	1
lonksama	35
kähisema	64
kremeerima	3
haljendama	19
huuatama	1
kärtsuma	7
aietama	18
kühveldama	39
telkima	6
pelguma	3
võplema	1
dotseerima	6
täksima	5
pilbastama	3
kihisema	28
mustuma	5
puhkima	28
T-tohtima	1
kõmmelduma	1
tihtima	5
molutama	20
visklema	45
haarduma	11
harvenema	6
kuivetuma	10
räusatama	1
meelduma	1
N-nägema	1
T-tooma	1
kihituma	3
põlustama	2
kiiluma	43
halisema	26
viipuma	5
rüselema	13
vääksatama	1
libastama	1
kaperdama	1
plagistama	11
paremmittenimetama	3
kopsuma	6
sihkima	3
võbistama	4
armistuma	6
sõrisema	2
sampsima	13
grimassitama	3
muiatama	4
kurtuma	2
rõkatama	11
hingima	1
rapsama	33
näksama	5
roiduma	5
tänitama	47
virvlema	5
plagisema	27
naksutama	6
nakkima	1
võppuma	7
tukslema	25
sebistama	1
ladenema	3
siristama	24
helgatama	5
kaifima	22
kenitlema	4
kähvama	36
va-vabandama	1
jöntsima	2
segima	3
palistama	28
sorisema	8
tuiama	39
lohisema	61
plätsuma	1
kraaksatama	29
krabistama	29
kopsatama	6
ärritatud-ehmuma	1
korsatama	9
mügistama	12
kihistama	58
uhmerdama	4
jampsima	8
närutama	4
klõpsatama	36
jälestama	41
loitsima	11
kohuma	8
nohisema	100
kupeldama	4
sidistama	3
köögutama	3
taarutama	4
sulisema	11
kopitama	24
taidlema	4
plinkima	18
konvoeerima	12
naaklema	2
tangima	4
nõtkuma	22
orgunnima	6
sittuma	55
nüsima	18
räbalduma	14
nutsutama	1
mulisema	16
sittama	21
mölisema	32
tuiskuma	1
raksatama	48
rusuma	25
pinnima	41
mökitama	15
kõbima	5
kimuma	3
vihvatama	6
tonkima	5
veiderdama	7
kiunuma	34
rögastama	6
uurisite-puurima	1
takseerima	51
niitima	21
larpima	11
öökima	26
triblama	5
mõrandama	1
nõksuma	3
kilama	16
deserteeruma	4
joppama	1
purelema	6
kõmmutama	31
liduma	30
vänderdama	18
niutsatama	9
hahetama	7
lontsima	3
olelema	4
mäluma	21
tolknema	47
kõmahtama	2
nõksatama	60
härmatama	9
tuimenema	3
pakitsema	19
loksutama	42
leemendama	13
viiksuma	3
kraadima	6
väärduma	2
oiatama	11
tinutama	4
rantsatama	9
tahtuma	1
dessanteeruma	1
pipardama	11
nussima	14
ropsima	8
raalima	4
kurdistama	12
rikošeteeruma	1
kõššima	1
pilkuma	42
väänduma	19
kuivetama	4
mäslema	12
karguma	1
teipima	9
giljotineerima	3
klugisema	1
klobisema	6
looritama	14
hõõrduma	8
sosisklema	4
ahnitsema	9
sätendama	67
uimerdama	13
luristama	33
tursuma	25
rohkendama	4
tembutama	23
klobistama	4
ümahtama	3
kriuksuma	26
tormitsema	3
hirnatama	9
lutsutama	7
rooskama	5
lahvama	3
tahmuma	8
tuulduma	9
kiunatama	18
lipitsema	10
nurruma	40
küünituma	9
mullitama	11
tatistama	9
judisema	9
vigisema	29
kepslema	19
pihustuma	7
hääluma	1
niuksatama	4
küüruma	15
kilisema	6
tilistama	4
ruigama	8
kõpsutama	7
koolduma	15
pinisema	20
inkrimineerima	2
kudistama	1
kekslema	8
volksutama	5
idandama	2
tuututama	23
harunema	5
hüpitama	27
tarastama	4
ilmutuma	2
läntsatama	1
paterdama	23
kiigutama	23
küürutama	33
ümmardama	10
käratsema	27
hüüdlema	3
vidutama	32
valjastama	1
kääksatama	22
paotuma	19
lorisema	1
nuuskima	33
kobisema	22
koolutama	20
kõmatama	9
käkerdama	6
lesima	117
looberdama	1
paastuma	14
müdisema	10
perutama	10
krõmpsuma	6
plärtsuma	4
nätsutama	14
käätsatama	2
toksama	6
jahmerdama	17
põtkima	10
ülbitsema	22
täristama	17
kepsutama	13
vusserdama	4
judistama	3
kõhistama	17
naksama	11
vurtsatama	2
luksatama	10
küütima	8
shvipsima	1
vooklema	1
kräunuma	21
päimima	1
niristama	1
särahtama	1
sakutama	32
vabistama	5
pusserdama	2
limpsama	34
lörpima	4
luustuma	23
saluteerima	3
krudisema	22
nohistama	6
kõõksatama	15
neetima	6
krapsama	13
nuhutama	15
veretama	6
sillerdama	22
itkema	7
kõrisema	11
kiiskama	33
asjetama	1
tappama	1
ljikvidjeerima	1
sudima	6
iitsatama	22
ökitama	1
mõista-mõistma	4
pugistama	10
lähen-minema	1
soristama	18
sumama	42
kädistama	8
kääksuma	12
rabisema	14
kõhvitsema	4
kägardama	21
kulistama	21
vinnastama	14
löristama	12
vohmima	6
võmmima	7
riivistama	2
prääksutama	1
krussima	5
khutsuma	1
falima	1
lirtsatama	3
röhatama	5
sihisema	3
fileerima	2
liisuma	4
nõristama	7
krobisema	3
laku-laku-lakkuma	1
kliksima	1
röötsutama	1
pigistuma	4
kinnastama	5
raksuma	19
püksistuma	1
elunema	3
ühmatama	5
praotuma	3
lakeerima	2
tsiviliseeruma	3
ellimineerima	3
klähvima	21
tuhmistuma	2
kopuleerima	5
siirma	3
vanuma	6
armukadetsema	11
kreemitama	12
kõõrutama	5
moraliseerima	5
viirama	13
pr-roovima	1
helenduma	4
kõhnuma	9
deblokeerima	1
hapendama	5
kõngema	35
pepsutama	1
interneerima	5
klopsima	19
pungituma	1
sahmima	11
kalgistuma	3
küünistama	13
kaanima	24
lartsatama	6
palsameerima	1
sandistuma	1
vaata-vaatama	4
taassündima	4
anastama	15
uratama	2
kompsuma	1
praimima	1
jämmima	4
kopima	9
tshöötshima	2
nattima	2
lorama	4
mõtsima	13
ulluma	1
koinima	5
kahjutustama	3
uudishimutsema	23
paanitsema	4
asjatama	17
krabisema	36
plärtsatama	5
pudrutama	4
müdistama	8
kluugutama	6
mustendama	25
lõõtsuma	23
plaksatama	18
kurisema	4
täkkima	6
pruuskama	4
kodunema	16
traageldama	16
kolletuma	10
loksatama	1
habisema	17
sigima	21
hubisema	10
volksatama	7
võdisema	31
plärisema	12
lällutama	8
norisema	17
töinama	16
laamendama	17
vudima	18
marrastuma	1
urahtama	23
norutama	20
pätsima	2
kussutama	8
teietama	36
lahvima	1
loperdama	7
võnklema	4
krägisema	3
inguma	2
vilisema	12
võngutama	12
tõuklema	11
kahistama	11
nagistama	6
kiimlema	3
süngestuma	7
lipsahtama	1
korskama	6
lurtsatama	1
kihelema	20
lõnksatama	7
taskaalustama	1
kaagutama	38
vingutama	5
sossutama	1
näruma	3
kägarduma	9
orjastama	8
vihistama	3
sagrima	2
tuhistama	3
suskima	6
krooksuma	11
solistama	14
vesitsema	4
pulstuma	16
puterdama	15
töllerdama	14
liristama	1
köietama	3
jörisema	3
kruusatama	4
tilksuma	2
hanguma	24
tärisema	9
läiklema	3
impregneerima	1
tallerdama	1
jatkuma	8
mulksatama	1
popsutama	10
lirtsama	3
sapsuma	1
plisseerima	3
pupsuma	2
kribima	14
lörtsima	13
saputama	4
pursatama	2
pulkama	6
pahmama	5
kirvendama	11
pullima	1
morjendama	10
hirnahtama	5
kabistama	7
välgahtama	6
popsuma	2
mühistama	3
kooga-kaagatama	1
silmakirjatsema	13
kaasitama	2
ponsuma	1
jõratama	1
klattima	8
rahmama	5
ludistama	3
kiilama	5
tilisema	20
põõnutama	8
käänutama	2
tsuskama	2
krõmpsutama	5
solksutama	1
hinkima	1
irisema	19
täägima	4
troostima	1
suurustlema	4
sitsima	14
karauulima	3
plekkima	12
lustitama	2
sumatama	10
näis-näima	4
pätsama	7
suksutama	2
roosatama	15
kõgistama	1
prääksuma	9
krillima	2
lahmama	1
trukkima	2
käppama	1
puksuma	5
nöökima	28
kollendama	10
vaimutsema	15
suhistama	1
suristama	5
klaaritama	1
munsterdama	6
onaneerima	8
põkutama	1
tilbendama	10
möllima	6
nolpima	1
tumba-umbama	1
põnnama	12
vaatasime-kuulama	1
lõhnatama	3
iroonitsema	2
trööpama	3
puhtima	3
lärmitsema	2
purtsatama	7
kärtsatama	2
jukerdama	6
nusserdama	2
pahnama	1
kraaklema	14
helpima	16
ruupsima	1
kolksama	2
laaberdama	7
krägistama	1
põrama	2
kebima	3
nõmetsema	2
prügitama	1
bolsheviseeruma	1
hipitsema	2
taassünnitama	1
radiofitseerima	1
luminestseeruma	1
islamiseeruma	1
kekutama	10
velmama	1
mumifitseerima	5
kurvitama	2
ohhetama	6
kaganaadima	1
siksakitama	8
terenduma	6
konditsioneerima	6
vekkima	3
heiklema	1
rohitsema	2
vahtuma	1
töristama	3
mehkeldama	16
jokutama	5
kangema	3
mütsatama	5
matsatama	4
latrama	9
lidristama	1
lomama	1
kolksuma	17
praksatama	12
kilduma	4
narmendama	9
oietama	1
koitama	4
määnduma	8
sirtsuma	1
dresseerima	9
norsatama	6
oota-ootama	4
kaarutama	5
ubima	3
ketitama	2
nõõtama	3
pimendama	7
vannitama	6
jõnksutama	10
arvates-lootma	1
ahhetas-ohhetama	1
huligaanitsema	2
võbises-värelema	1
näkkima	4
ripsutama	3
määndama	3
kallerdama	2
talvitama	1
kastuma	1
krooksatama	2
pladistama	1
losutama	4
äestama	12
nugima	2
krõpsuma	4
külima	8
sõimlema	9
kustutab-hajutama	1
uurinud-austama	1
kriibivad-kraapima	1
kräuksuma	1
nürinema	8
sabisema	5
mõtlevad-ütlema	1
kõhisema	4
elutses-elutsema	1
plehuma	1
kalgestuma	1
mõtles-tundma	1
ähkis-puhkima	1
läheb-vaatama	1
kraavitama	1
tuli-minema	1
kuule-nägema	1
lauguma	1
õrnutsema	3
olla-jääma	1
titastuma	1
ropsama	1
tümisema	4
sõitmast-istuma	1
plärtsutama	1
plaasterdama	5
korkima	33
litutama	9
lotendama	13
salvitama	1
härduma	3
röötsatama	1
maruma	2
udjama	1
tolmnema	1
korbatama	6
tusanema	3
haavuma	15
hõrgutama	1
prunditama	4
plagama	13
klõbima	1
taatlema	3
kablutama	4
krambitama	1
tümpsuma	8
krobistama	3
hassetama	1
eksamineerima	7
näeksima	1
panima	5
moodima	1
lööberdama	1
prillitama	1
visisema	6
viiendama	3
tönkama	6
pätserdama	1
härratama	1
leidsima	3
hangivad-vahetavad-müüma	1
ärvima	1
no-vaatame-milleni-see-võib-viima	1
potsutama	1
paenduma	3
kõvendama	6
santlaagerdama	1
kuulsjima	1
kertsima	1
säädima	3
sõkuma	3
prõksutama	1
teotsema	6
kahardama	1
ikaldama	1
ampsama	13
tulima	5
puhistama	2
sõitsima	1
auduma	2
üks-algama	1
rõivima	2
kangestama	2
piibutama	1
kärsima	8
soaduma	1
vuhvatama	2
ligastama	1
hipnotiseerima	3
rübelema	2
nüristuma	5
plõnnima	4
etlema	8
hällitama	5
vaenama	2
grenaillema	1
amima	1
lõgisema	12
telegrafeerima	2
revolutsioneeruma	1
hõbetama	8
ärwima	1
avatlema	1
demobiliseeruma	3
pigitama	2
boheemitsema	1
nikutama	5
trastuma	1
kräunutama	1
kõlksama	2
sopsuma	2
nipima	2
sompuma	1
imestlema	4
tähtima	9
blameerima	3
peenutsema	4
vennastuma	10
ennema	30
teadsima	4
rigistama	1
mätsutama	2
lepima	2
kuhtima	1
joosnuma	2
inkrusteerima	3
eretama	1
kompuma	2
plõksatama	5
suhisema	4
hädatsema	1
plombeerima	2
telefoneerima	6
rekvireerima	7
skalpeerima	1
istume-seisma	1
säästma-päästma	1
praotama	3
tasandada-mahendama	1
hõõrusid-torkima	1
lootis-uskuma	1
konfereerima	3
tegin-tegema	1
väänasin-keerama	1
täiendanud-kinnitama	1
levinema	1
ögima	1
arranžeerima	3
semutsema	3
toodi-viima	1
ekshibeerima	1
tänapäevastama	2
põksatama	1
eostuma	2
seitse-null-viima	1
linastama	3
müntima	2
treenitud-lihvima	1
arvata-oletama	1
vaatamas-kuulama	1
tümpsima	2
downloatima	1
või-mis-iganema	1
eadnuma	1
urduma	1
tiiblema	1
kiitsuma	3
vikeldama	2
õnnestama	7
kroolima	8
sibelema	2
kilksutama	2
õõtsatama	3
õndsaunema	1
medrese-koolma	1
tugema	6
sangutama	3
reitevahet-pidama	1
kühmlema	1
helahtama	2
dekvalifitseeruma	2
kaugendama	3
lidutama	1
turmama	3
kipitsema	2
lõõmutama	3
jätsima	1
nurkuma	1
kluksuma	1
ratkuma	1
pea-pidama	2
riuklema	1
roitma	1
kõrbestuma	3
pelutama	4
sulgima	2
ridanema	1
tumendama	7
vulksatama	1
pääsnuma	7
vulksuma	1
hiilahtama	1
rututama	1
õõksuma	1
põtkama	1
saduldama	2
kähmlema	3
helgahtama	3
tiristama	4
oherdama	3
meltima	1
nurgima	1
reekima	1
räitima	1
mõlkima	6
käiama	10
lõõmitsema	1
säratama	5
lahisema	6
haralduma	1
ohtlema	1
luikama	5
V-vanduma	1
silduma	11
võngatama	1
retsima	6
nõlguma	1
tibama	2
vuhistama	1
puksatama	1
nätsatama	2
tillerdama	1
lärtsatama	7
piuksuma	11
mekutama	3
toretsema	6
pirtsutama	17
lembima	1
prõmatama	1
konstanteerima	7
müksima	6
patsima	4
sõbrannatama	2
tipsutama	4
kanastuma	1
strippama	2
šokkima	1
sulistama	7
sopsutama	2
emmlema	1
napsutama	2
kommima	3
moosima	10
klatšima	6
solksuma	1
nabistama	3
lantima	10
triibutama	2
staaritsema	2
sakkima	4
skoorima	1
tümama	1
tuntsima	1
vaesuma	28
ilastama	4
magnetiseerima	2
poositama	1
musitama	23
rõvetsema	3
liiderdama	2
loomastuma	13
meietama	1
kükkima	5
sinama	10
liberaliseerima	5
saksastama	2
häiruma	29
sõjaväestama	1
nirguma	6
elanud-vaevlema	1
retklema	2
kõlksatama	9
tüsenema	4
mis-ta-olema	1
võidurõõmutsema	2
lõksatama	3
könksuma	7
eelregistreeruma	1
pluhvima	1
põntsatama	3
pisenema	6
umbuma	3
pingulduma	7
vinnutama	2
mutsima	3
lihuma	1
murima	3
rahmlema	1
raguma	4
suhkatama	1
sahkama	4
soomestuma	2
möbleerima	8
kõdutama	1
tirriteerima	1
paiduma	1
tahnuma	2
eel-linastama	1
väärandama	1
demonteerima	4
dissoneerima	1
taksojuhi-stiilima	1
peadirigeerima	1
kviteerima	6
laenuma	2
reperutaarima	1
võrgustama	1
möödnuma	1
kuulab-vaatama	1
movima	1
estetiseerima	3
kuumpressima	2
külmpressima	6
hekseldama	12
logaritmima	2
sileeruma	10
närvutama	8
fermenteeruma	30
inaktiveeruma	4
hüdrolüüsuma	16
